Centro Poblado,Cobertura,Aerodromo,D_Aerodromo,Regional,D_Regional,Nacional,D_Nacional,Internacional,D_Internacional,C_Aerodromo,C_Regional,C_Nacional,C_Internacional
LA JUNTA,True,SAN JUAN DEL CESAR,17.2229488149033,JORGE ISAACS (LA MINA),187.912536296839,ALFONSO LOPEZ PUMAREJO,39.1469973216722,ALMIRANTE PADILLA,87.1916025327557,True,False,True,False
LA SIERRITA,True,HACIENDA GARCIA,11.210702978563098,JOSE CELESTINO,48.9618621402153,PERALES,44.2226280356571,MATECAÑA,86.7514260462594,True,False,False,False
LOS HATICOS,True,SAN JUAN DEL CESAR,9.10569247555249,JORGE ISAACS (LA MINA),181.314214900071,ALFONSO LOPEZ PUMAREJO,39.4218350583262,ALMIRANTE PADILLA,88.3369998606192,True,False,True,False
LOS PONDORES,True,SAN JUAN DEL CESAR,2.2534660890913902,JORGE ISAACS (LA MINA),174.839163189972,ALFONSO LOPEZ PUMAREJO,42.0523590564629,ALMIRANTE PADILLA,89.14923937721159,True,False,False,False
LA PEÑA DE LOS INDIOS,True,SAN JUAN DEL CESAR,22.5415119513372,JORGE ISAACS (LA MINA),180.776356281773,ALFONSO LOPEZ PUMAREJO,54.478690071173105,ALMIRANTE PADILLA,71.85674636560191,True,False,False,False
PONDORITOS,True,SAN JUAN DEL CESAR,12.540001284046,JORGE ISAACS (LA MINA),160.29475584488998,ALFONSO LOPEZ PUMAREJO,54.7867341128088,ALMIRANTE PADILLA,84.5358279912568,True,False,False,False
VILLA DEL RÍO,True,SAN JUAN DEL CESAR,10.1166760809405,JORGE ISAACS (LA MINA),176.869260214577,ALFONSO LOPEZ PUMAREJO,47.0146422112105,ALMIRANTE PADILLA,80.726769105542,True,False,False,False
LAGUNITA,True,SAN JUAN DEL CESAR,12.3856997976584,JORGE ISAACS (LA MINA),184.15901014678002,ALFONSO LOPEZ PUMAREJO,38.6974517975566,ALMIRANTE PADILLA,88.1894031590365,True,False,True,False
LOS POZOS,True,GUACAMAYAS,47.135966616076296,EDUARDO FALLA SOLANO,23.4820064174983,GUSTAVO ARTUNDUAGA PAREDES,126.787511262026,BENITO SALAS,123.04516054998699,False,True,False,False
CURAZAO,True,SAN JUAN DEL CESAR,17.7491614352347,JORGE ISAACS (LA MINA),188.449654570152,ALFONSO LOPEZ PUMAREJO,38.9473323004955,ALMIRANTE PADILLA,87.3876458743141,True,False,True,False
BOCA DEL MONTE,True,SAN JUAN DEL CESAR,7.99583692277139,JORGE ISAACS (LA MINA),164.913958524193,ALFONSO LOPEZ PUMAREJO,50.4928157855913,ALMIRANTE PADILLA,86.0779887930562,True,False,False,False
LOS CARDONES,True,SAN JUAN DEL CESAR,17.1507197389426,JORGE ISAACS (LA MINA),181.56566700945203,ALFONSO LOPEZ PUMAREJO,48.421651839355604,ALMIRANTE PADILLA,78.0016921040988,True,False,False,False
LOS TUNALES,True,SAN JUAN DEL CESAR,11.5336649318034,JORGE ISAACS (LA MINA),161.250524575938,ALFONSO LOPEZ PUMAREJO,54.627604653933,ALMIRANTE PADILLA,83.1610558229429,True,False,False,False
URIBIA,True,MANAURE,18.3403323912002,PUERTO BOLIVAR,64.0869129643683,ALFONSO LOPEZ PUMAREJO,178.291409266606,ALMIRANTE PADILLA,75.0790072617912,True,False,False,False
CABO DE LA VELA,True,MANAURE,54.0601047862689,PUERTO BOLIVAR,17.8853719305311,ALFONSO LOPEZ PUMAREJO,229.610256676112,ALMIRANTE PADILLA,112.809520862001,False,True,False,False
EL CARDÓN,True,MANAURE,27.627452418147897,PUERTO BOLIVAR,41.2707246233243,ALFONSO LOPEZ PUMAREJO,200.557525263679,ALMIRANTE PADILLA,90.19390098172501,True,False,False,False
PUERTO ESTRELLA,True,PUERTO ESTRELLA,1.4730031246521598,PUERTO BOLIVAR,74.235697256187,ALFONSO LOPEZ PUMAREJO,299.597904608036,ALMIRANTE PADILLA,197.86051910413101,True,False,False,False
LECHIMANA,True,MANAURE,66.05808330055389,PUERTO BOLIVAR,2.02535842431123,ALFONSO LOPEZ PUMAREJO,240.63659322803298,ALMIRANTE PADILLA,126.78486689496201,False,True,False,False
PARAISO,True,PUERTO ESTRELLA,40.2011210303574,PUERTO BOLIVAR,36.143670690220496,ALFONSO LOPEZ PUMAREJO,271.787765306572,ALMIRANTE PADILLA,163.159672309912,False,True,False,False
SANTA FE DE SIAPANA,True,PUERTO ESTRELLA,32.6732081134693,PUERTO BOLIVAR,74.0714715997544,ALFONSO LOPEZ PUMAREJO,276.801141182673,ALMIRANTE PADILLA,184.16818635606398,True,False,False,False
VILLA FATIMA,True,PUERTO ESTRELLA,23.3637730337319,PUERTO BOLIVAR,55.5458411452402,ALFONSO LOPEZ PUMAREJO,277.725311298531,ALMIRANTE PADILLA,176.24083919793,True,False,False,False
WARPANA,False,PUERTO ESTRELLA,46.0330989513819,JORGE ISAACS (LA MINA),81.3715525445951,ALFONSO LOPEZ PUMAREJO,271.680458754463,ALMIRANTE PADILLA,184.533601462826,False,False,False,False
WARRUTAMANA,False,PUERTO ESTRELLA,45.9338170231883,JORGE ISAACS (LA MINA),81.169062721716,ALFONSO LOPEZ PUMAREJO,270.923564353245,ALMIRANTE PADILLA,183.568165302734,False,False,False,False
WOSOSOPO,False,MAICAO,61.03928228848021,JORGE ISAACS (LA MINA),60.1188153741426,ALFONSO LOPEZ PUMAREJO,213.59484076093202,ALMIRANTE PADILLA,127.0731838269,False,False,False,False
YORIJARÚ,True,PUERTO ESTRELLA,18.7313094372122,PUERTO BOLIVAR,74.6421542677734,ALFONSO LOPEZ PUMAREJO,288.004756115605,ALMIRANTE PADILLA,191.562128690545,True,False,False,False
URUMITA,True,SAN JUAN DEL CESAR,20.3425589410789,JORGE ISAACS (LA MINA),182.352284309641,ALFONSO LOPEZ PUMAREJO,29.3979034102938,ALMIRANTE PADILLA,107.825202528848,True,False,True,False
"SANTA MARTA, DISTRITO TURÍSTICO, CULTURAL E HISTÓRICO",True,LA YE,25.208122039531197,LAS BRUJAS,242.542919642345,ALFONSO LOPEZ PUMAREJO,135.550835575541,SIMON BOLIVAR,13.6654754962307,True,False,False,True
BONDA,True,LA YE,27.2330562887788,LAS BRUJAS,246.447125312887,ALFONSO LOPEZ PUMAREJO,130.745160164846,SIMON BOLIVAR,18.194323190274197,True,False,False,True
CALABAZO,True,LA DIVA,31.556224333821604,PUERTO BOLIVAR,243.22942178986,ALFONSO LOPEZ PUMAREJO,125.25002623056001,SIMON BOLIVAR,32.3140534293643,True,False,False,True
GUACHACA,True,LA DIVA,13.053629942414801,PUERTO BOLIVAR,228.86155089259302,ALFONSO LOPEZ PUMAREJO,110.75123163536699,SIMON BOLIVAR,47.0446757386469,True,False,False,False
MINCA,True,LA YE,18.5831219223143,LAS BRUJAS,238.351551718535,ALFONSO LOPEZ PUMAREJO,123.21370534744499,SIMON BOLIVAR,14.339849694453402,True,False,False,True
TAGANGA,True,LA YE,29.196984446307997,LAS BRUJAS,246.27603562419398,ALFONSO LOPEZ PUMAREJO,137.70206662110002,SIMON BOLIVAR,17.5062883599931,True,False,False,True
BURITACA,True,LA DIVA,5.95582696723392,PUERTO BOLIVAR,222.51288675590402,ALFONSO LOPEZ PUMAREJO,106.983607425477,SIMON BOLIVAR,53.936886137901105,True,False,False,False
LA QUININA,True,LA YE,19.0632843559887,LAS BRUJAS,235.548673222892,ALFONSO LOPEZ PUMAREJO,134.447598515534,SIMON BOLIVAR,6.69436453189896,True,False,False,True
CABAÑAS DE BURITACA,True,LA DIVA,6.138523285100911,PUERTO BOLIVAR,221.827771898325,ALFONSO LOPEZ PUMAREJO,108.037747848668,SIMON BOLIVAR,54.359808090769604,True,False,False,False
CAÑAVERAL (AGUA FRÍA),True,LA DIVA,22.1150205530443,PUERTO BOLIVAR,234.974835926128,ALFONSO LOPEZ PUMAREJO,118.792120134501,SIMON BOLIVAR,40.228773490725295,True,False,False,False
CURVALITO,True,LA YE,29.0795604862323,LAS BRUJAS,248.71906666575802,ALFONSO LOPEZ PUMAREJO,128.404318883158,SIMON BOLIVAR,21.2255500379573,True,False,False,True
GUACOCHE (LA LLANTA),True,LA DIVA,0.5081171627494551,PUERTO BOLIVAR,217.661237793508,ALFONSO LOPEZ PUMAREJO,102.974631635404,SIMON BOLIVAR,59.658554594404,True,False,False,False
MARKETALIA (PALOMINO),True,LA DIVA,15.569576157780599,PUERTO BOLIVAR,204.340459333013,ALFONSO LOPEZ PUMAREJO,96.68107960471191,SIMON BOLIVAR,74.7656757078279,True,False,False,False
PAZ DEL CARIBE,True,LA DIVA,0.7905139019091391,PUERTO BOLIVAR,218.32147747185502,ALFONSO LOPEZ PUMAREJO,103.844525336453,SIMON BOLIVAR,58.7734845042855,True,False,False,False
PERICO AGUAO,True,LA DIVA,3.5419272591753197,PUERTO BOLIVAR,214.96682718761397,ALFONSO LOPEZ PUMAREJO,101.21118815867099,SIMON BOLIVAR,62.789420801053495,True,False,False,False
LA REVUELTA,True,LA DIVA,24.988333051338,PUERTO BOLIVAR,237.69527706567501,ALFONSO LOPEZ PUMAREJO,120.466058807243,SIMON BOLIVAR,37.5166785737711,True,False,False,True
EL TROMPITO,True,LA DIVA,23.986142863990803,PUERTO BOLIVAR,236.71527438676603,ALFONSO LOPEZ PUMAREJO,119.91569371593,SIMON BOLIVAR,38.4898030236458,True,False,False,True
LA AGUACATERA,True,LA DIVA,11.522381297985598,PUERTO BOLIVAR,227.438921016923,ALFONSO LOPEZ PUMAREJO,109.992720729369,SIMON BOLIVAR,48.556542792993895,True,False,False,False
MACHETE PELAO,True,LA DIVA,14.0625382091995,PUERTO BOLIVAR,231.68244314158798,ALFONSO LOPEZ PUMAREJO,104.488060485807,SIMON BOLIVAR,46.1851588619725,True,False,False,False
NUEVO MEJICO,True,LA DIVA,34.427559105483,PUERTO BOLIVAR,246.166916821258,ALFONSO LOPEZ PUMAREJO,126.778669269834,SIMON BOLIVAR,29.5506731468218,True,False,False,True
VALLE DE GAIRA,True,LA YE,18.832105474375698,LAS BRUJAS,235.366973094143,ALFONSO LOPEZ PUMAREJO,134.27915112038,SIMON BOLIVAR,6.49897029044744,True,False,False,True
LINDEROS,True,LA DIVA,3.0926240248678396,PUERTO BOLIVAR,220.127116105624,ALFONSO LOPEZ PUMAREJO,105.310913719548,SIMON BOLIVAR,56.642573277136,True,False,False,False
LOS COCOS,True,LA DIVA,18.3319155577188,PUERTO BOLIVAR,231.167632772177,ALFONSO LOPEZ PUMAREJO,116.844289459795,SIMON BOLIVAR,44.069551456806,True,False,False,False
MENDIHUACA,True,LA DIVA,15.9595290265599,PUERTO BOLIVAR,230.15992203552798,ALFONSO LOPEZ PUMAREJO,114.194289629895,SIMON BOLIVAR,45.267687193510895,True,False,False,False
QUEBRADA VALENCIA,True,LA DIVA,9.14273248129358,PUERTO BOLIVAR,225.402744745217,ALFONSO LOPEZ PUMAREJO,108.572519374868,SIMON BOLIVAR,50.8047097123554,True,False,False,False
SAN TROPEL,True,LA DIVA,16.9773114369186,PUERTO BOLIVAR,231.43464077263303,ALFONSO LOPEZ PUMAREJO,114.35239092053699,SIMON BOLIVAR,44.004365703307506,True,False,False,False
NUEVO HORIZONTE (SAN RAFAEL),True,LA DIVA,22.6531956572675,PUERTO BOLIVAR,235.626878284224,ALFONSO LOPEZ PUMAREJO,118.939580633447,SIMON BOLIVAR,39.57657442909421,True,False,False,True
ESTACIÓN DEL FERROCARRIL,True,EL TRIANGULO,13.533625435601198,LAS BRUJAS,165.724292217356,ALFONSO LOPEZ PUMAREJO,91.9847560384308,SIMON BOLIVAR,104.388474064518,True,False,False,False
ESTACIÓN LLERAS,True,LIMA,7.580905656854639,LAS BRUJAS,168.783888429087,ALFONSO LOPEZ PUMAREJO,94.90008492281,SIMON BOLIVAR,91.17042002456881,True,False,False,False
LOMA DEL BÁLSAMO,True,EL TRIANGULO,2.7313057467595296,LAS BRUJAS,173.68668990343102,ALFONSO LOPEZ PUMAREJO,87.67218256419251,SIMON BOLIVAR,94.2497158859687,True,False,False,False
RIOMAR,True,EL TRIANGULO,4.87015342944467,LAS BRUJAS,172.053478211895,ALFONSO LOPEZ PUMAREJO,88.4318072514712,SIMON BOLIVAR,96.31781936766899,True,False,False,False
ARACATACA,True,LA CHEKA,8.43208594209151,LAS BRUJAS,184.44369981874803,ALFONSO LOPEZ PUMAREJO,103.914129590352,SIMON BOLIVAR,59.2918991771737,True,False,False,False
CAUCA,True,LA CHEKA,3.2078573684436296,LAS BRUJAS,187.881188678792,ALFONSO LOPEZ PUMAREJO,105.65751341432501,SIMON BOLIVAR,54.0687821715372,True,False,False,False
SAMPUÉS,True,COVEÑAS,41.857073675048206,LAS BRUJAS,19.5968256663085,LOS GARZONES,63.201875047603,RAFAEL NUÑEZ,140.717938195462,False,True,False,False
GUNMAKÚ,True,LA CHEKA,15.9921281876283,LAS BRUJAS,200.339877722161,ALFONSO LOPEZ PUMAREJO,91.118060291532,SIMON BOLIVAR,55.2657264277382,True,False,False,False
RIO DE PIEDRA II,True,LIMA,17.2194629179309,LAS BRUJAS,188.932965632314,ALFONSO LOPEZ PUMAREJO,88.730088226083,SIMON BOLIVAR,69.43072953132689,True,False,False,False
EL DIFICIL,True,NUEVA ROMA,16.9240574798265,LAS BRUJAS,128.439337721952,ALFONSO LOPEZ PUMAREJO,126.29032539163299,ERNESTO CORTISSOZ,130.324044591217,True,False,False,False
SAN JOSÉ DE ARIGUANÍ,True,LA PALMA,14.230647476401,LAS BRUJAS,159.867008585052,ALFONSO LOPEZ PUMAREJO,95.83391513935359,SIMON BOLIVAR,135.990539317074,True,False,False,False
VADELCO,True,NUEVA ROMA,23.6832860569165,LAS BRUJAS,143.75428600492398,ALFONSO LOPEZ PUMAREJO,110.885192002673,ERNESTO CORTISSOZ,129.571735644217,True,False,False,False
CARMEN DE ARIGUANÍ,True,NUEVA UNION- CA,13.941132403025698,LAS BRUJAS,149.242034342261,ALFONSO LOPEZ PUMAREJO,110.54113552433901,ERNESTO CORTISSOZ,151.327617666355,True,False,False,False
CERRO DE SAN ANTONIO,True,EL ESFUERZO,14.0137746802726,LAS BRUJAS,119.50441866789,ALFONSO LOPEZ PUMAREJO,177.50356739440602,ERNESTO CORTISSOZ,63.4335681241469,True,False,False,False
CANDELARIA (CAIMÁN),True,EL ESFUERZO,22.4773696420054,LAS BRUJAS,118.211754114412,ALFONSO LOPEZ PUMAREJO,170.786963926459,ERNESTO CORTISSOZ,67.4345470231472,True,False,False,False
CONCEPCIÓN (COCO),True,EL ESFUERZO,22.106806858007,LAS BRUJAS,120.677161401269,ALFONSO LOPEZ PUMAREJO,169.439502915564,ERNESTO CORTISSOZ,65.2195384947575,True,False,False,False
JESÚS DEL MONTE (MICO),True,EL ESFUERZO,17.838517289222104,LAS BRUJAS,120.853811759212,ALFONSO LOPEZ PUMAREJO,173.051118586996,ERNESTO CORTISSOZ,63.3994176952965,True,False,False,False
PUERTO NIÑO (CHARANGA),True,EL ESFUERZO,18.4618868614572,LAS BRUJAS,111.148495318425,ALFONSO LOPEZ PUMAREJO,181.670336872496,RAFAEL NUÑEZ,70.0188056238716,True,False,False,False
CHIVOLO,True,LAS FLORES,30.849173119904105,LAS BRUJAS,105.96630330219101,ALFONSO LOPEZ PUMAREJO,157.02851859217898,ERNESTO CORTISSOZ,97.4730642047089,True,False,False,False
LA POLA,True,HOTEL DEL CAMPO - CA,15.083732566224198,FARFAN HERIBERTO GIL MAR,80.0220493220508,LA NUBIA,56.3420050773927,MATECAÑA,27.543206856489896,True,False,False,True
PLAN,True,NUEVA ROMA,14.4328687289784,LAS BRUJAS,125.274361370602,ALFONSO LOPEZ PUMAREJO,134.239779157529,ERNESTO CORTISSOZ,99.88835772467141,True,False,False,False
CIÉNAGA,True,LA YE,3.0711636469151697,LAS BRUJAS,218.426692715072,ALFONSO LOPEZ PUMAREJO,125.62861592939501,SIMON BOLIVAR,12.586942280850401,True,False,False,True
SAN PEDRO DE LA SIERRA,True,LA AMALIA,11.820363152920699,LAS BRUJAS,221.971190452802,ALFONSO LOPEZ PUMAREJO,102.401290879006,SIMON BOLIVAR,31.3904908601297,True,False,False,True
SEVILLANO,True,LA LUCHA,8.67502687991795,LAS BRUJAS,210.813519972557,ALFONSO LOPEZ PUMAREJO,122.90476897889401,SIMON BOLIVAR,20.7321363349812,True,False,False,True
PALMOR,True,ORIHUECA,16.2880022019838,LAS BRUJAS,211.200605810082,ALFONSO LOPEZ PUMAREJO,92.4776541168182,SIMON BOLIVAR,45.9254803238541,True,False,False,False
CORDOBITA,True,LA YE,2.03270342635117,LAS BRUJAS,221.70912639847697,ALFONSO LOPEZ PUMAREJO,123.434307570825,SIMON BOLIVAR,11.701590751654198,True,False,False,True
LA ISABEL,True,LA LUCHA,1.3845019372955099,LAS BRUJAS,218.13697669393002,ALFONSO LOPEZ PUMAREJO,116.770142249194,SIMON BOLIVAR,19.340756575027,True,False,False,True
BÁLSAMO,True,EL ESFUERZO,33.6027509103334,LAS BRUJAS,113.83276887637,ALFONSO LOPEZ PUMAREJO,165.02862341145,ERNESTO CORTISSOZ,76.42459558709001,True,False,False,False
ROSARIO DEL CHENGUE,True,EL ESFUERZO,21.9514722262006,LAS BRUJAS,113.08785315655399,ALFONSO LOPEZ PUMAREJO,175.64083327240502,ERNESTO CORTISSOZ,71.23767056196179,True,False,False,False
AGUAESTRADA,True,EL CARMEN DE GUAMAL,23.486595387610198,AGUAS CLARAS,117.982220774179,ALFONSO LOPEZ PUMAREJO,163.057152930996,ERNESTO CORTISSOZ,209.78004185939602,True,False,False,False
ALGARROBAL,True,EL CARMEN DE GUAMAL,18.8906240466193,AGUAS CLARAS,117.83519624203001,ALFONSO LOPEZ PUMAREJO,169.327918313044,ERNESTO CORTISSOZ,211.655268997085,True,False,False,False
EL BARRANCO DE CHILLOA,True,EL CARMEN DE GUAMAL,23.9940283117868,AGUAS CLARAS,115.597595723578,ALFONSO LOPEZ PUMAREJO,165.282462012651,CAMILO DAZA,211.851065069163,True,False,False,False
LOS NEGRITOS,True,EL CARMEN DE GUAMAL,21.6244676522614,AGUAS CLARAS,111.92577374813801,ALFONSO LOPEZ PUMAREJO,180.843013216073,CAMILO DAZA,211.27495741075901,True,False,False,False
CAÑO DE PALMA,True,EL CARMEN DE GUAMAL,13.9267504573529,AGUAS CLARAS,126.188719750565,ALFONSO LOPEZ PUMAREJO,165.866715041718,ERNESTO CORTISSOZ,203.41736380383,True,False,False,False
HATILLO DE LA SABANA,True,EL CARMEN DE GUAMAL,24.867673981982602,AGUAS CLARAS,110.29947675151101,ALFONSO LOPEZ PUMAREJO,173.06581096874,CAMILO DAZA,208.04170285053002,True,False,False,False
TAMALAMEQUITO,True,EL CARMEN DE GUAMAL,23.781259757537303,AGUAS CLARAS,110.44941590097099,ALFONSO LOPEZ PUMAREJO,175.720090323009,CAMILO DAZA,208.767114571955,True,False,False,False
SAN FELIPE Y SAN EDUARDO,True,EL CARMEN DE GUAMAL,14.4935851037039,AGUAS CLARAS,119.204248725047,ALFONSO LOPEZ PUMAREJO,180.44167359737202,ERNESTO CORTISSOZ,214.85078187008997,True,False,False,False
MALPICA,True,EL CARMEN DE GUAMAL,20.4696028145407,AGUAS CLARAS,113.419209116082,ALFONSO LOPEZ PUMAREJO,176.53887919452202,CAMILO DAZA,212.02865498025002,True,False,False,False
ISLITAS,True,EL CARMEN DE GUAMAL,24.4388806257744,AGUAS CLARAS,112.540487085221,ALFONSO LOPEZ PUMAREJO,169.227420685856,CAMILO DAZA,209.54043302697,True,False,False,False
BOTILLERO,True,EL CARMEN DE GUAMAL,26.660027726684298,AGUAS CLARAS,110.80202756661998,ALFONSO LOPEZ PUMAREJO,168.62129983416,CAMILO DAZA,207.53569614151402,True,False,False,False
EL PIÑÓN,True,EL ESFUERZO,15.190624632711302,LAS BRUJAS,129.35699683805902,ALFONSO LOPEZ PUMAREJO,172.15963732791,ERNESTO CORTISSOZ,54.2949263854724,True,False,False,False
CANTAGALLAR,True,EL ESFUERZO,18.989379716297396,LAS BRUJAS,124.87834002806002,ALFONSO LOPEZ PUMAREJO,169.917577878491,ERNESTO CORTISSOZ,60.1586574769309,True,False,False,False
CARRETO,False,NUEVA ROMA,42.2973688351544,LAS BRUJAS,128.222909170672,ALFONSO LOPEZ PUMAREJO,147.302782328314,ERNESTO CORTISSOZ,73.75704499361021,False,False,False,False
PLAYÓN DE OROZCO,True,EL ESFUERZO,38.544530785878,LAS BRUJAS,134.897625613718,ALFONSO LOPEZ PUMAREJO,149.667117166595,ERNESTO CORTISSOZ,62.653376584674994,True,False,False,False
SAN BASILIO,True,EL ESFUERZO,32.4594104161985,LAS BRUJAS,136.082766835524,ALFONSO LOPEZ PUMAREJO,154.96263027229202,ERNESTO CORTISSOZ,56.611956683169794,True,False,False,False
TIO GOLLO,True,EL ESFUERZO,26.151283837020802,LAS BRUJAS,127.429785474132,ALFONSO LOPEZ PUMAREJO,162.68286578069902,ERNESTO CORTISSOZ,61.16581177928251,True,False,False,False
VERANILLO,False,NUEVA ROMA,43.469678795160505,LAS BRUJAS,131.80715814971398,ALFONSO LOPEZ PUMAREJO,145.007763858815,ERNESTO CORTISSOZ,71.4629143437464,False,False,False,False
LOS PATOS,True,DUBAI,38.6376705540827,JUAN H.WHITE,74.0265422416858,LOS GARZONES,131.675284210184,PALONEGRO,220.32994078532602,True,False,False,False
VÁSQUEZ,True,EL ESFUERZO,24.338991519762804,LAS BRUJAS,124.821711807325,ALFONSO LOPEZ PUMAREJO,165.31079265633002,ERNESTO CORTISSOZ,62.6172177308578,True,False,False,False
LAS PAVITAS,True,EL ALGARROBO,5.47991459767864,LAS BRUJAS,70.2814723463781,LOS GARZONES,77.8521749582888,RAFAEL NUÑEZ,196.067171736245,True,False,False,False
SAN SEBASTIAN DEL BONGO,True,LA PALESTINA,10.966016893269698,LAS BRUJAS,177.022093243798,ALFONSO LOPEZ PUMAREJO,125.38422249842199,ERNESTO CORTISSOZ,51.7531930250877,True,False,False,False
LA COLOMBIA,True,LA PALESTINA,8.88473995014245,LAS BRUJAS,179.89585692567002,ALFONSO LOPEZ PUMAREJO,106.909942947134,SIMON BOLIVAR,62.009027441748295,True,False,False,False
LA POLVORITA,True,LA CHEKA,9.25690767961684,LAS BRUJAS,183.05962757507598,ALFONSO LOPEZ PUMAREJO,104.83944965497801,SIMON BOLIVAR,60.0723665290559,True,False,False,False
PARATE BIEN (EL PLEITO),True,LA PALESTINA,11.9685809318084,LAS BRUJAS,179.261974684287,ALFONSO LOPEZ PUMAREJO,125.16232396662201,ERNESTO CORTISSOZ,51.217000493582,True,False,False,False
SAN JOSÉ DE HONDURAS,True,LA PALESTINA,12.9929306050306,LAS BRUJAS,177.500623499086,ALFONSO LOPEZ PUMAREJO,127.04136967362,ERNESTO CORTISSOZ,49.780494117851,True,False,False,False
LAS CABAÑITAS,True,LA PALESTINA,7.18025391649692,LAS BRUJAS,180.307161750279,ALFONSO LOPEZ PUMAREJO,108.436213414416,SIMON BOLIVAR,60.3077531819366,True,False,False,False
SALITRE,True,GUADALAJARA,5.12870918644366,SANTIAGO VILA,44.689568156402395,PERALES,9.684545615287231,MATECAÑA,79.2102168373852,True,False,True,False
FUNDACIÓN,True,LA PALESTINA,14.1182123554754,LAS BRUJAS,177.81856964738603,ALFONSO LOPEZ PUMAREJO,103.36773185215799,SIMON BOLIVAR,67.6172489312914,True,False,False,False
DOÑA MARÍA,True,LIMA,7.492703294247541,LAS BRUJAS,168.383495018789,ALFONSO LOPEZ PUMAREJO,101.898575181217,SIMON BOLIVAR,82.0849629430503,True,False,False,False
EL CINCUENTA,True,EL TRIANGULO,23.422035113565503,LAS BRUJAS,199.476019962853,ALFONSO LOPEZ PUMAREJO,68.8216898419805,SIMON BOLIVAR,82.6844667930482,True,False,False,False
EL CABRERO,True,LIMA,9.2742215498786,LAS BRUJAS,182.527295047675,ALFONSO LOPEZ PUMAREJO,86.2074192056739,SIMON BOLIVAR,81.06264951501709,True,False,False,False
SACRAMENTO,True,EL TRIANGULO,13.6911208764188,LAS BRUJAS,189.488408806923,ALFONSO LOPEZ PUMAREJO,76.7974230406892,SIMON BOLIVAR,84.5095528919245,True,False,False,False
CASA DE TABLA,True,NUEVA ROMA,21.032358957177898,LAS BRUJAS,143.552390427745,ALFONSO LOPEZ PUMAREJO,110.944182956062,ERNESTO CORTISSOZ,125.338478068912,True,False,False,False
PEDREGOSA,True,EL CARMEN DE GUAMAL,4.52587716079241,LAS BRUJAS,116.29140959901501,ALFONSO LOPEZ PUMAREJO,174.175521174595,RAFAEL NUÑEZ,196.342049576158,True,False,False,False
MURILLO,True,HACIENDA GARCIA,31.293772419044103,JOSE CELESTINO,49.19132783228311,LA NUBIA,37.02190382772479,MATECAÑA,63.369427089387294,True,False,True,False
SALVADORA,True,EL CARMEN DE GUAMAL,3.75824756892446,LAS BRUJAS,122.836119157435,ALFONSO LOPEZ PUMAREJO,173.32691279185502,ERNESTO CORTISSOZ,201.977949425848,True,False,False,False
HURQUIJO,True,EL CARMEN DE GUAMAL,8.45064575735101,LAS BRUJAS,126.617836997477,ALFONSO LOPEZ PUMAREJO,168.743492998163,ERNESTO CORTISSOZ,200.889004943698,True,False,False,False
PLAYAS BLANCAS,True,EL CARMEN DE GUAMAL,7.37014582680983,LAS BRUJAS,113.40908789928801,ALFONSO LOPEZ PUMAREJO,174.73595855938703,RAFAEL NUÑEZ,193.37275491242198,True,False,False,False
CARRETERO,True,EL TRONCAL,3.5613758835009803,COLONIZADORES,55.6454506925289,SANTIAGO PEREZ QUIROZ,68.6190921496201,CAMILO DAZA,162.55295341960502,True,False,False,False
EL VEINTIOCHO,True,EL PORVENIR - CA,21.9792074970766,LAS BRUJAS,134.09407640588998,ALFONSO LOPEZ PUMAREJO,151.029668321005,ERNESTO CORTISSOZ,189.505144186529,True,False,False,False
EL BAJO,True,NUEVA ROMA,22.019916542371,LAS BRUJAS,104.514428907824,ALFONSO LOPEZ PUMAREJO,150.321455472926,ERNESTO CORTISSOZ,121.57140064008001,True,False,False,False
SAN JOSÉ DE BALLESTERO,True,EL EDEN,10.9264043558536,LAS BRUJAS,102.217210049325,ALFONSO LOPEZ PUMAREJO,155.89061442012698,ERNESTO CORTISSOZ,149.333856427729,True,False,False,False
EL PALMAR (EL CHUZO),True,EL EDEN,16.4530174948287,LAS BRUJAS,111.662462523809,ALFONSO LOPEZ PUMAREJO,145.49928780674,ERNESTO CORTISSOZ,144.794757083621,True,False,False,False
PEDRAZA,True,EL ESFUERZO,25.387296676442105,LAS BRUJAS,103.422154819858,LOS GARZONES,181.62388171633998,RAFAEL NUÑEZ,71.13086205256751,True,False,False,False
BAHÍA HONDA,True,LA VEGA,30.037205130159897,LAS BRUJAS,99.39971190279529,LOS GARZONES,178.997893152717,RAFAEL NUÑEZ,79.3045567812407,True,False,False,False
GUAQUIRÍ,True,LA VEGA,29.1988903486928,LAS BRUJAS,95.714491393053,LOS GARZONES,174.472683432809,RAFAEL NUÑEZ,73.92507364360641,True,False,False,False
PIJIÑO,True,SAN BERNARDO,8.4765015110238,LAS BRUJAS,90.7500772931899,LOS GARZONES,160.468752665404,RAFAEL NUÑEZ,169.0198328107,True,False,False,False
SAN JOSÉ DE PREVENCIÓN,True,EL PORVENIR - CA,8.145747110207761,LAS BRUJAS,127.903919367778,ALFONSO LOPEZ PUMAREJO,139.00139626878598,ERNESTO CORTISSOZ,165.348547012381,True,False,False,False
CASA BLANCA,True,SAN VICENTE,6.94032903054532,SAN MARTIN,33.7046160795294,VANGUARDIA,50.9038028578525,EL DORADO,133.362946285884,True,True,False,False
