codigo,nombre,departamento,tipo
SRO_O_D,SANTA ROSALIA,Vichada,aero_destino
SRS_O_D,EL ALGARROBO,Sucre,aero_destino
SRV_O_D,LOS COLONIZADORES,Arauca,aero_destino
SSC_O_D,SALA 77,Cesar,aero_destino
SSL_O_D,FALCON,Tolima,aero_destino
STA_O_D,EL EDEN,Magdalena,aero_destino
SVI_O_D,EDUARDO FALLA SOLANO,Caquetá,aero_destino
SVT_O_D,SAN VICENTE DE CHUCURI,Santander,aero_destino
TAP_O_D,TARAPACA,Amazonas,aero_destino
TAR_O_D,TARAIRA,Vaupés,aero_destino
TBQ_O_D,TIMBIQUI,Cauca,aero_destino
TBU_O_D,TIBU,Norte de Santander,aero_destino
TCO_O_D,LA FLORIDA,Nariño,aero_destino
TDA_O_D,TRINIDAD,Casanare,aero_destino
TDI_O_D,ELF TRINIDAD,Casanare,aero_destino
TIB_O_D,TIERRA BLANCA,Valle del Cauca,aero_destino
TLU_O_D,TOLU,Sucre,aero_destino
TME_O_D,GUSTAVO VARGAS,Arauca,aero_destino
TNU_O_D,PROVIDENCIA,Casanare,aero_destino
TPI_O_D,TOMACHIPAN,Guaviare,aero_destino
TQS_O_D,SOLANO,Caquetá,aero_destino
TRB_O_D,GONZALO MEJIA,Antioquia,aero_destino
TRD_O_D,PALMARITO 2,Casanare,aero_destino
TRI_O_D,LOS TOROS,Casanare,aero_destino
TRP_O_D,TARAPACA,Amazonas,aero_destino
TRR_O_D,TRES RIOS,Guaviare,aero_destino
TUN_O_D,TUNJA,Boyacá,aero_destino
UIB_O_D,EL CARAÑO,Chocó,aero_destino
ULQ_O_D,FARFAN HERIBERTO GIL MAR,Valle del Cauca,aero_destino
URA_O_D,PUERTO ESTRELLA,La Guajira,aero_destino
URM_O_D,URIBE,Meta,aero_destino
URR_O_D,ALI PIEDRAHITA,Antioquia,aero_destino
VAL_O_D,VALENCIA,Córdoba,aero_destino
VAP_O_D,CAMPO ALEGRE,Cesar,aero_destino
VAR_O_D,VARSOVIA,Caquetá,aero_destino
VCC_O_D,EL DIAMANTE,Meta,aero_destino
VDF_O_D,VIGIA DEL FUERTE,Antioquia,aero_destino
VDP_O_D,MADACI,Cesar,aero_destino
VEL_O_D,VELASQUEZ,Boyacá,aero_destino
VGP_O_D,CANANGUCHAL,Putumayo,aero_destino
VIC_O_D,EL CONVENTO,Meta,aero_destino
VIH_O_D,VISTA HERMOSA,Meta,aero_destino
VIL_O_D,PALMAS DEL CASANARE,Casanare,aero_destino
VLA_O_D,VILLANUEVA,Casanare,aero_destino
VLL_O_D,VILLANUEVA,La Guajira,aero_destino
VLU_O_D,PALMAR DE ORIENTE,Casanare,aero_destino
VNL_O_D,COLEGIAL,Casanare,aero_destino
VNU_O_D,SOCEAGRO,Casanare,aero_destino
VUP_O_D,ALFONSO LOPEZ PUMAREJO,Cesar,aero_destino
VVA_O_D,VILLANUEVA,Antioquia,aero_destino
VVC_O_D,VANGUARDIA,Meta,aero_destino
VVD_O_D,LAS BRISAS,Meta,aero_destino
VVN_O_D,NEIVA YORK - MILENA,Meta,aero_destino
VVU_O_D,SANTA ISABEL,Meta,aero_destino
YAG_O_D,YAGUARA II,Caquetá,aero_destino
YOP_O_D,TROMPILLOS,Casanare,aero_destino
YPL_O_D,CIENAGA,Casanare,aero_destino
YPP_O_D,GERMAN ALBERTO,Casanare,aero_destino
YYP_O_D,LOS CABROS,Casanare,aero_destino
ZPS_O_D,GUILLERMO GOMEZ ORTIZ,Santander,aero_destino
ACAPULCO,ACAPULCO,Caldas,peaje
AGUAS NEGRAS,AGUAS NEGRAS,Santander,peaje
ALBARRACIN,ALBARRACIN,Cundinamarca,peaje
ALTAMIRA,ALTAMIRA,Huila,peaje
ALTO PINO,ALTO PINO,La Guajira,peaje
ALVARADO,ALVARADO,Tolima,peaje
AMAGA,AMAGA,Antioquia,peaje
BAYUNCA,BAYUNCA,Bolivar,peaje
CAIMANERA,CAIMANERA,Sucre,peaje
CALAMAR,CALAMAR,Bolivar,peaje
CAMBAO,CAMBAO,Cundinamarca,peaje
CANO,CANO,Narino,peaje
CASABLANCA,CASABLANCA,Cundinamarca,peaje
CASETABLA,CASETABLA,Meta,peaje
CENCAR,CENCAR,Valle del Cauca,peaje
CERRITOS II,CERRITOS II,Risaralda,peaje
CHICORAL,CHICORAL,Tolima,peaje
CIAT,CIAT,Valle del Cauca,peaje
CIRCASIA,CIRCASIA,Quindio,peaje
CISNEROS,CISNEROS,Antioquia,peaje
COCORNA,COCORNA,Antioquia,peaje
COROZAL,COROZAL,Valle del Cauca,peaje
DAZA,DAZA,Narino,peaje
EL CARMEN,EL CARMEN,Bolivar,peaje
EL COPEY,EL COPEY,Cesar,peaje
EL DIFICIL,EL DIFICIL,Magdalena,peaje
EL EBANAL,EL EBANAL,La Guajira,peaje
EL ESCOBAL,EL ESCOBAL,Norte de Santander,peaje
EL KORAN,EL KORAN,Cundinamarca,peaje
EL ROBLE,EL ROBLE,Cundinamarca,peaje
ESTAMBUL,ESTAMBUL,Valle del Cauca,peaje
GAMARRA,GAMARRA,Cesar,peaje
GAMBOTE,GAMBOTE,Bolivar,peaje
GUALANDAY,GUALANDAY,Tolima,peaje
GUARNE,GUARNE,Antioquia,peaje
GUATAQUI,GUATAQUI,Cundinamarca,peaje
HONDA,HONDA,Tolima,peaje
LA APARTADA,LA APARTADA,Cordoba,peaje
LA CABANA,LA CABANA,Cundinamarca,peaje
LA ESPERANZA,LA ESPERANZA,Sucre,peaje
LA GOMEZ,LA GOMEZ,Santander,peaje
LA LOMA,LA LOMA,Cesar,peaje
LA PARADA,LA PARADA,Norte de Santander,peaje
LA PINTADA,LA PINTADA,Antioquia,peaje
LAS FLORES,LAS FLORES,Sucre,peaje
LAS PALMAS,LAS PALMAS,Antioquia,peaje
LEBRIJA,LEBRIJA,Santander,peaje
LOS ACACIOS,LOS ACACIOS,Norte de Santander,peaje
LOS CAUCHOS,LOS CAUCHOS,Huila,peaje
LOS CUROS,LOS CUROS,Santander,peaje
MACHETA,MACHETA,Cundinamarca,peaje
MARAHUACO,MARAHUACO,Bolivar,peaje
MATA DE CANA,MATA DE CANA,Cordoba,peaje
MEDIACANOA,MEDIACANOA,Valle del Cauca,peaje
MORRISON,MORRISON,Cesar,peaje
OIBA,OIBA,Santander,peaje
PAILITAS,PAILITAS,Cesar,peaje
PALMITAS,PALMITAS,Antioquia,peaje
PAPIROS,PAPIROS,Atlantico,peaje
PARAGUACHON,PARAGUACHON,La Guajira,peaje
PASACABALLOS,PASACABALLOS,Bolivar,peaje
PASO DE LA TORRE,PASO DE LA TORRE,Valle del Cauca,peaje
PIPIRAL,PIPIRAL,Meta,peaje
PLATANAL,PLATANAL,Cesar,peaje
PUENTE PLATO,PUENTE PLATO,Magdalena,peaje
PUERTO BERRIO,PUERTO BERRIO,Antioquia,peaje
PUERTO COLOMBIA,PUERTO COLOMBIA,Atlantico,peaje
RINCON HONDO,RINCON HONDO,Cesar,peaje
RIO BOGOTA,RIO BOGOTA,Cundinamarca,peaje
RIO SOGAMOSO,RIO SOGAMOSO,Santander,peaje
RIONEGRO,RIONEGRO,Santander,peaje
ROZO,ROZO,Valle del Cauca,peaje
SABANAGRANDE,SABANAGRANDE,Atlantico,peaje
SABOYA,SABOYA,Boyaca,peaje
SAN CARLOS,SAN CARLOS,Cordoba,peaje
SAN CRISTOBAL,SAN CRISTOBAL,Antioquia,peaje
SAN DIEGO,SAN DIEGO,Cesar,peaje
SAN JUAN,SAN JUAN,La Guajira,peaje
SAN ONOFRE,SAN ONOFRE,Sucre,peaje
SIBERIA,SIBERIA,Cundinamarca,peaje
SUPIA,SUPIA,Caldas,peaje
TARAPACA I,TARAPACA I,Caldas,peaje
TARAPACA II,TARAPACA II,Risaralda,peaje
TUCURINCA,TUCURINCA,Magdalena,peaje
TUNIA,TUNIA,Cauca,peaje
TURBACO,TURBACO,Bolivar,peaje
TUTA,TUTA,Boyaca,peaje
VALENCIA,VALENCIA,Cesar,peaje
VILLARICA,VILLARICA,Cauca,peaje
ZAMBITO,ZAMBITO,Santander,peaje
ACAPULCO,ACAPULCO,Caldas,peaje
AGUAS NEGRAS,AGUAS NEGRAS,Santander,peaje
ALBARRACIN,ALBARRACIN,Cundinamarca,peaje
ALTAMIRA,ALTAMIRA,Huila,peaje
ALTO PINO,ALTO PINO,La Guajira,peaje
ALVARADO,ALVARADO,Tolima,peaje
AMAGA,AMAGA,Antioquia,peaje
BAYUNCA,BAYUNCA,Bolivar,peaje
CAIMANERA,CAIMANERA,Sucre,peaje
CALAMAR,CALAMAR,Bolivar,peaje
CAMBAO,CAMBAO,Cundinamarca,peaje
CANO,CANO,Narino,peaje
CASABLANCA,CASABLANCA,Cundinamarca,peaje
CASETABLA,CASETABLA,Meta,peaje
CENCAR,CENCAR,Valle del Cauca,peaje
CERRITOS II,CERRITOS II,Risaralda,peaje
CHICORAL,CHICORAL,Tolima,peaje
CIAT,CIAT,Valle del Cauca,peaje
CIRCASIA,CIRCASIA,Quindio,peaje
CISNEROS,CISNEROS,Antioquia,peaje
COCORNA,COCORNA,Antioquia,peaje
COROZAL,COROZAL,Valle del Cauca,peaje
DAZA,DAZA,Narino,peaje
EL CARMEN,EL CARMEN,Bolivar,peaje
EL COPEY,EL COPEY,Cesar,peaje
EL DIFICIL,EL DIFICIL,Magdalena,peaje
EL EBANAL,EL EBANAL,La Guajira,peaje
EL ESCOBAL,EL ESCOBAL,Norte de Santander,peaje
EL KORAN,EL KORAN,Cundinamarca,peaje
EL ROBLE,EL ROBLE,Cundinamarca,peaje
ESTAMBUL,ESTAMBUL,Valle del Cauca,peaje
GAMARRA,GAMARRA,Cesar,peaje
GAMBOTE,GAMBOTE,Bolivar,peaje
GUALANDAY,GUALANDAY,Tolima,peaje
GUARNE,GUARNE,Antioquia,peaje
GUATAQUI,GUATAQUI,Cundinamarca,peaje
HONDA,HONDA,Tolima,peaje
LA APARTADA,LA APARTADA,Cordoba,peaje
LA CABANA,LA CABANA,Cundinamarca,peaje
LA ESPERANZA,LA ESPERANZA,Sucre,peaje
LA GOMEZ,LA GOMEZ,Santander,peaje
LA LOMA,LA LOMA,Cesar,peaje
LA PARADA,LA PARADA,Norte de Santander,peaje
LA PINTADA,LA PINTADA,Antioquia,peaje
LAS FLORES,LAS FLORES,Sucre,peaje
LAS PALMAS,LAS PALMAS,Antioquia,peaje
LEBRIJA,LEBRIJA,Santander,peaje
LOS ACACIOS,LOS ACACIOS,Norte de Santander,peaje
LOS CAUCHOS,LOS CAUCHOS,Huila,peaje
LOS CUROS,LOS CUROS,Santander,peaje
MACHETA,MACHETA,Cundinamarca,peaje
MARAHUACO,MARAHUACO,Bolivar,peaje
MATA DE CANA,MATA DE CANA,Cordoba,peaje
MEDIACANOA,MEDIACANOA,Valle del Cauca,peaje
MORRISON,MORRISON,Cesar,peaje
OIBA,OIBA,Santander,peaje
PAILITAS,PAILITAS,Cesar,peaje
PALMITAS,PALMITAS,Antioquia,peaje
PAPIROS,PAPIROS,Atlantico,peaje
PARAGUACHON,PARAGUACHON,La Guajira,peaje
PASACABALLOS,PASACABALLOS,Bolivar,peaje
PASO DE LA TORRE,PASO DE LA TORRE,Valle del Cauca,peaje
PIPIRAL,PIPIRAL,Meta,peaje
PLATANAL,PLATANAL,Cesar,peaje
PUENTE PLATO,PUENTE PLATO,Magdalena,peaje
PUERTO BERRIO,PUERTO BERRIO,Antioquia,peaje
PUERTO COLOMBIA,PUERTO COLOMBIA,Atlantico,peaje
RINCON HONDO,RINCON HONDO,Cesar,peaje
RIO BOGOTA,RIO BOGOTA,Cundinamarca,peaje
RIO SOGAMOSO,RIO SOGAMOSO,Santander,peaje
RIONEGRO,RIONEGRO,Santander,peaje
ROZO,ROZO,Valle del Cauca,peaje
SABANAGRANDE,SABANAGRANDE,Atlantico,peaje
SABOYA,SABOYA,Boyaca,peaje
SAN CARLOS,SAN CARLOS,Cordoba,peaje
SAN CRISTOBAL,SAN CRISTOBAL,Antioquia,peaje
SAN DIEGO,SAN DIEGO,Cesar,peaje
SAN JUAN,SAN JUAN,La Guajira,peaje
SAN ONOFRE,SAN ONOFRE,Sucre,peaje
SIBERIA,SIBERIA,Cundinamarca,peaje
SUPIA,SUPIA,Caldas,peaje
TARAPACA I,TARAPACA I,Caldas,peaje
TARAPACA II,TARAPACA II,Risaralda,peaje
TUCURINCA,TUCURINCA,Magdalena,peaje
TUNIA,TUNIA,Cauca,peaje
TURBACO,TURBACO,Bolivar,peaje
TUTA,TUTA,Boyaca,peaje
VALENCIA,VALENCIA,Cesar,peaje
VILLARICA,VILLARICA,Cauca,peaje
ZAMBITO,ZAMBITO,Santander,peaje
ACAPULCO,ACAPULCO,Caldas,peaje
AGUAS NEGRAS,AGUAS NEGRAS,Santander,peaje
ALBARRACIN,ALBARRACIN,Cundinamarca,peaje
ALTAMIRA,ALTAMIRA,Huila,peaje
ALTO PINO,ALTO PINO,La Guajira,peaje
ALVARADO,ALVARADO,Tolima,peaje
AMAGA,AMAGA,Antioquia,peaje
BAYUNCA,BAYUNCA,Bolivar,peaje
CAIMANERA,CAIMANERA,Sucre,peaje
CALAMAR,CALAMAR,Bolivar,peaje
CAMBAO,CAMBAO,Cundinamarca,peaje
CANO,CANO,Narino,peaje
CASABLANCA,CASABLANCA,Cundinamarca,peaje
CASETABLA,CASETABLA,Meta,peaje
CENCAR,CENCAR,Valle del Cauca,peaje
CERRITOS II,CERRITOS II,Risaralda,peaje
CHICORAL,CHICORAL,Tolima,peaje
CIAT,CIAT,Valle del Cauca,peaje
CIRCASIA,CIRCASIA,Quindio,peaje
CISNEROS,CISNEROS,Antioquia,peaje
COCORNA,COCORNA,Antioquia,peaje
COROZAL,COROZAL,Valle del Cauca,peaje
DAZA,DAZA,Narino,peaje
EL CARMEN,EL CARMEN,Bolivar,peaje
EL COPEY,EL COPEY,Cesar,peaje
EL DIFICIL,EL DIFICIL,Magdalena,peaje
EL EBANAL,EL EBANAL,La Guajira,peaje
EL ESCOBAL,EL ESCOBAL,Norte de Santander,peaje
EL KORAN,EL KORAN,Cundinamarca,peaje
EL ROBLE,EL ROBLE,Cundinamarca,peaje
ESTAMBUL,ESTAMBUL,Valle del Cauca,peaje
GAMARRA,GAMARRA,Cesar,peaje
GAMBOTE,GAMBOTE,Bolivar,peaje
GUALANDAY,GUALANDAY,Tolima,peaje
GUARNE,GUARNE,Antioquia,peaje
GUATAQUI,GUATAQUI,Cundinamarca,peaje
HONDA,HONDA,Tolima,peaje
LA APARTADA,LA APARTADA,Cordoba,peaje
LA CABANA,LA CABANA,Cundinamarca,peaje
LA ESPERANZA,LA ESPERANZA,Sucre,peaje
LA GOMEZ,LA GOMEZ,Santander,peaje
LA LOMA,LA LOMA,Cesar,peaje
LA PARADA,LA PARADA,Norte de Santander,peaje
LA PINTADA,LA PINTADA,Antioquia,peaje
LAS FLORES,LAS FLORES,Sucre,peaje
LAS PALMAS,LAS PALMAS,Antioquia,peaje
LEBRIJA,LEBRIJA,Santander,peaje
LOS ACACIOS,LOS ACACIOS,Norte de Santander,peaje
LOS CAUCHOS,LOS CAUCHOS,Huila,peaje
LOS CUROS,LOS CUROS,Santander,peaje
MACHETA,MACHETA,Cundinamarca,peaje
MARAHUACO,MARAHUACO,Bolivar,peaje
MATA DE CANA,MATA DE CANA,Cordoba,peaje
MEDIACANOA,MEDIACANOA,Valle del Cauca,peaje
MORRISON,MORRISON,Cesar,peaje
OIBA,OIBA,Santander,peaje
PAILITAS,PAILITAS,Cesar,peaje
PALMITAS,PALMITAS,Antioquia,peaje
PAPIROS,PAPIROS,Atlantico,peaje
PARAGUACHON,PARAGUACHON,La Guajira,peaje
PASACABALLOS,PASACABALLOS,Bolivar,peaje
PASO DE LA TORRE,PASO DE LA TORRE,Valle del Cauca,peaje
PIPIRAL,PIPIRAL,Meta,peaje
PLATANAL,PLATANAL,Cesar,peaje
PUENTE PLATO,PUENTE PLATO,Magdalena,peaje
PUERTO BERRIO,PUERTO BERRIO,Antioquia,peaje
PUERTO COLOMBIA,PUERTO COLOMBIA,Atlantico,peaje
RINCON HONDO,RINCON HONDO,Cesar,peaje
RIO BOGOTA,RIO BOGOTA,Cundinamarca,peaje
RIO SOGAMOSO,RIO SOGAMOSO,Santander,peaje
RIONEGRO,RIONEGRO,Santander,peaje
ROZO,ROZO,Valle del Cauca,peaje
SABANAGRANDE,SABANAGRANDE,Atlantico,peaje
SABOYA,SABOYA,Boyaca,peaje
SAN CARLOS,SAN CARLOS,Cordoba,peaje
SAN CRISTOBAL,SAN CRISTOBAL,Antioquia,peaje
SAN DIEGO,SAN DIEGO,Cesar,peaje
SAN JUAN,SAN JUAN,La Guajira,peaje
SAN ONOFRE,SAN ONOFRE,Sucre,peaje
SIBERIA,SIBERIA,Cundinamarca,peaje
SUPIA,SUPIA,Caldas,peaje
TARAPACA I,TARAPACA I,Caldas,peaje
TARAPACA II,TARAPACA II,Risaralda,peaje
TUCURINCA,TUCURINCA,Magdalena,peaje
TUNIA,TUNIA,Cauca,peaje
TURBACO,TURBACO,Bolivar,peaje
TUTA,TUTA,Boyaca,peaje
VALENCIA,VALENCIA,Cesar,peaje
VILLARICA,VILLARICA,Cauca,peaje
ZAMBITO,ZAMBITO,Santander,peaje
