,sigla,iata,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,orientacion,elevacion,resolucion,fecha_construccion,fecha_vigencia,clase,tipo,numero_vuelos_origen,gcd_departamento,gcd_municipio
377,PDR,,LA COLONIA,Paz de Ariporo,Casanare,Aeródromo,5.7639,-71.5314,MILCIADES LUNA CUERVO,MUNICIPIO,670.0,15.0,2000.0,,620.0," 6296,000",,2012-12-08,1A,Público,12.0,85,85250
378,PEI,PEI,MATECAÑA,Pereira,Risaralda,Internacional,4.8128,-75.7393,MUNICIPIO,MUNICIPIO,2020.0,45.0,,,4417.0,"  522,000",,,4D,Público,95765.0,66,66001
379,PFO,,PUERTO PERALES,Puerto Triunfo,Antioquia,Aeródromo,5.9936,-74.5742,GOBERNACION,GOBERNACION,900.0,15.0,7000.0,,475.0," 2989,000",,,2A,Público,1062.0,5,5591
380,PGA,,PRAGA,Obando,Valle del Cauca,Aeródromo,,,,,,,,,,,,,,,17.0,76,76497
381,PGM,,PUERTO GAITAN,Puerto Gaitán,Meta,Aeródromo,4.3031,-72.0855,MUNICIPIO,MUNICIPIO,1380.0,23.0,12202.0,,150.0," 1861,000",,,3C,Público,3103.0,50,50568
382,PGN,,SABANETA,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,,,,10.0,50,50568
383,PGP,,LA PLATA PUERTO TRUJILLO,Puerto Gaitán,Meta,Aeródromo,3.4873,-71.3759,MUNICIPIO,MUNICIPIO,700.0,15.0,4500.0,,623.0,"   15,000",,,1A,Público,1377.0,50,50568
384,PGT,,MORELIA,Puerto Gaitán,Meta,Aeródromo,3.7504,-71.4561,META PETROLEUM LTD.,META PETROLEUM LTD.,1280.0,24.0,,,617.0," 1738,000",,,2C,Privado,30856.0,50,50568
385,PID,,PUERTO INIRIDA,Inírida,Guainía,Aeródromo,,,,,,,,,,,,,,,347.0,94,94001
386,PII,,SAN FELIPE,Inírida,Guainía,Aeródromo,,,,,,,,,,,,,,,82.0,94,94001
387,PIM,LPE,LA PRIMAVERA,La Primavera,Vichada,Aeródromo,5.4943,-70.4212,MUNICIPIO,MUNICIPIO,1740.0,18.0,12200.0,,410.0," 1028,000",,,2C,Público,6784.0,99,99524
388,PIP,RON,PAIPA JUAN JOSE RONDON,Paipa,Boyacá,Aeródromo,5.7644,-73.1057,AEROCIVIL,AEROCIVIL,1700.0,30.0,11400.0,,8205.0,"  984,000",1987-02-02,,3C,Aerocivil,154.0,15,15516
389,PLA,PLA,PLANADAS,Planadas,Tolima,Aeródromo,3.3,-75.7333,MUNICIPIO,EL MISMO,700.0,11.0,5670.0,,3700.0," 3660,000",,,1A,Público,16.0,73,73555
390,PLD,,SAN ISIDRO,Puerto López,Meta,Aeródromo,4.1274,-73.2384,ARMANDO ROMERO PARRA,FARO LTDA.,720.0,10.0,2000.0,,787.0," 2491,000",,2017-06-12,1A,Fumigación,8.0,50,50573
391,PLL,,PUERTO LLERAS,Puerto Lleras,Meta,Aeródromo,3.2897,-73.3792,MUNICIPIO,MUNICIPIO,940.0,15.0,12202.0,,800.0," 1148,000",,,2C,Público,11.0,50,50577
392,PLN,,PALONEGRO-NORTE,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20013
393,PLS,,TOBASIA,Puerto López,Meta,Aeródromo,4.0786,-73.0794,FAGAN S. EN C.,FAGAN S. EN C.,730.0,18.0,2000.0,,175.0," 4316,000",,,1A,Fumigación,15.0,50,50573
394,PLT,PLT,LAS FLORES,Plato,Magdalena,Aeródromo,9.7985,-74.7831,AEROCIVIL,AEROCIVIL,1067.0,20.0,3500.0,,86.0,"  876,000",1968-03-08,,2A,Aerocivil,298.0,47,47555
395,PMO,,SAN LUIS,Palermo,Huila,Aeródromo,,,,,,,,,,,,,,,1.0,41,41524
396,PNQ,,PINOQUIA,Puerto Carreño,Vichada,Aeródromo,,,,,,,,,,,,,,,6.0,99,99001
397,PPN,PPN,GUILLERMO LEON VALENCIA,Popayán,Cauca,Nacional,2.4542,-76.6099,AEROCIVIL,AEROCIVIL,1910.0,40.0,,,5669.0,"  455,000",1969-05-19,,4C,Aerocivil,17602.0,19,19001
398,PPT,,POTRERITO,Ibagué,Tolima,Aeródromo,4.3261,-75.0785,ARROCERA POTRERITO LASERNA,CRUZ VERDE,600.0,10.0,2000.0,,2460.0," 4508,000",,2015-09-03,1A,Fumigación,8.0,73,73001
399,PQE,,PALANQUERO -GERMAN OLANO,Puerto Salgar,Cundinamarca,Aeródromo,5.4835,-74.6574,FAC,FAC.,2296.0,20.0,,,553.0,,,,4B,Militar,126.0,25,25572
400,PRA,,LA OPIA,Piedras,Tolima,Aeródromo,4.4484,-74.9623,DANIEL GOMEZ TAMAYO,CRUZ VERDE,630.0,10.0,4000.0,,1929.0," 1839,000",,2016-05-03,1A,Fumigación,,73,73547
401,PRC,,PUERTO RICO,Puerto Rico,Caquetá,Aeródromo,,,,,,,,,,,,,,,27.0,18,18592
402,PRE,,SAN JOSE DE OCUNE,Puerto Carreño,Vichada,Aeródromo,4.0822,-70.2539,CORREGIMIENTO,CORREGIMIENTO,720.0,20.0,5670.0,,400.0," 2989,000",,,1A,Público,1450.0,99,99001
403,PRI,,PRIMERO DE MAYO,Paratebueno,Cundinamarca,Aeródromo,4.3347,-73.1439,SAUL E. OTALORA DAZA,COMERCIALIZADORA ECO,720.0,10.0,2000.0,,709.0,"  250,000",,,1A,Fumigación,1.0,25,25530
404,PRO,,PORORO,Agustín Codazzi,Cesar,Aeródromo,9.935,-73.2687,PALMAS PORORO SAS,PALMAS PORORO SAS,900.0,18.0,6000.0,,328.0,"  276,000",,,1A,Privado,6.0,20,20013
405,PRR,,JIBICI,Cumaribo,Vichada,Aeródromo,4.8897,-68.3582,JORGE E. PINZON K.,JORGE E. PINZON K.,1100.0,15.0,5000.0,,368.0," 5921,000",,2015-11-07,1A,Privado,7.0,99,99773
406,PSO,PSO,ANTONIO NARIÑO,Pasto,Nariño,Nacional,1.3964,-77.291,AEROCIVIL,AEROCIVIL,2177.0,40.0,,,5896.0,"   95,000",1957-04-24,,4C,Aerocivil,23045.0,52,52001
407,PTA,,PALESTINA,Pivijay,Magdalena,Aeródromo,,,,,,,,,,,,,,,1.0,47,47551
408,PTC,,LA VICTORIA,Cumaribo,Vichada,Aeródromo,3.8281,-70.5893,INSPECCION POLICIA,MUNICIPIO,750.0,10.0,2000.0,,426.0," 4087,000",,,1A,Público,1821.0,99,99773
409,PTE,,LA REFORMA,Puerto López,Meta,Aeródromo,4.0625,-73.1483,SOCIEDAD DE ACTIVOS,FARO LTDA.,940.0,10.0,2000.0,,940.0," 5961,000",,,1A,Fumigación,28.0,50,50573
410,PTL,PTX,CONTADOR,Pitalito,Huila,Regional,1.8573,-76.0856,AEROCIVIL,AEROCIVIL,1500.0,19.0,,,4221.0," 2090,000",1974-10-22,,2B,Aerocivil,1251.0,41,41551
411,PTO,,PIRIRI,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,,,,30.0,50,50568
412,PTS,,LA ESPERANZA,Puerto Salgar,Cundinamarca,Aeródromo,,,,,,,,,,,,,,,7.0,25,25572
413,PTW,,GEMELOS DORADOS,Puerto Wilches,Santander,Aeródromo,7.2466,-73.7723,MILTON A. SALAZAR REY,EL MISMO,850.0,15.0,5670.0,,314.0," 6473,000",2013-11-19,2017-01-09,1A,Privado,242.0,68,68575
414,PTZ,,YATAROS DE MELUA,Puerto López,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50573
415,PUE,,PUERTO RICO,Puerto Rico,Meta,Aeródromo,2.9419,-73.2039,MUNICIPIO,MUNICIPIO,1080.0,15.0,12202.0,,800.0," 4022,000",,,2A,Público,469.0,50,50590
416,PUL,,GAVIOTAS,Fuente de Oro,Meta,Aeródromo,3.4633,-73.6022,MISAEL RODRIGUEZ CASTAÑEDA,FAGA LTDA,720.0,10.0,2000.0,,987.0,"   76,000",,,1A,Fumigación,62.0,50,50287
417,PUU,PUU,TRES DE MAYO,Puerto Asís,Putumayo,Nacional,0.5054,-76.5008,AEROCIVIL,AEROCIVIL,1485.0,25.0,33112.0,,809.0,"  115,000",1965-09-02,,3C,Aerocivil,18730.0,86,86568
418,PVA,PVA,EL EMBRUJO,Providencia,San Andrés islas,Nacional,13.3572,-81.3579,AEROCIVIL,AEROCIVIL,1050.0,18.0,,,10.0,"  338,000",1969-04-23,,2B,Aerocivil,23333.0,88,88564
419,PVO,,EL ALGODONAL,Pueblo Nuevo,Córdoba,Aeródromo,,,,,,,,,,,,,,,35.0,23,23570
420,PWI,,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,,,,18.0,68,68575
421,PWT,,PUERTO WILCHES,Puerto Wilches,Santander,Aeródromo,,,,,,,,,,,,,,,18.0,68,68575
422,PZA,PZA,PAZ DE ARIPORO,Paz de Ariporo,Casanare,Aeródromo,5.8819,-71.883,AEROCIVIL,AEROCIVIL,1506.0,20.0,29000.0,,878.0," 1591,000",1972-06-06,,2B,Aerocivil,772.0,85,85250
423,PZI,,VENECIA DE LAS GUAMAS,Paz de Ariporo,Casanare,Aeródromo,5.6882,-70.7378,MAURICIO MEDINA NIÑO,MAURICIO MEDINA NIÑO,570.0,15.0,2000.0,,404.0," 5524,000",,2017-12-04,1A,Privado,126.0,85,85250
424,PZR,,CHAPARRITO,Paz de Ariporo,Casanare,Aeródromo,5.56,-71.2172,HERNAN BRAYDI,PERENCO COLOMBIA LIMITED,840.0,25.0,5670.0,,450.0," 5603,000",,,2B,Privado,5697.0,85,85250
425,QPM,,FURATENA,Quípama,Boyacá,Aeródromo,5.5275,-74.1869,MUNICIPIO,MUNICIPIO,860.0,16.0,5670.0,,3850.0,"  390,000",,,2B,Público,150.0,15,15580
426,QQA,,VILLANUEVA,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,,,,2140.0,85,85440
427,RAV,RAV,CRAVO NORTE,Cravo Norte,Arauca,Aeródromo,6.3167,-70.2111,AEROCIVIL,AEROCIVIL,1122.0,18.0,12202.0,,336.0,"  343,000",1968-05-03,,3C,Aerocivil,3504.0,81,81220
428,RCH,RCH,ALMIRANTE PADILLA,Riohacha,La Guajira,Internacional,11.5262,-72.9267,MUNICIPIO,AEROCIVIL -ORIENTE S.A.S.,1900.0,30.0,,,43.0,"  187,000",1987-02-02,,4C,Aerocivil,6241.0,44,44001
429,RDN,,RONDON,Arauca,Arauca,Aeródromo,6.2872,-71.1019,AEROCIVIL,MUNICIPIO -COMODATO,1300.0,30.0,12202.0,,480.0," 1261,000",,,2B,Aerocivil,1657.0,81,81001
430,RVE,RVE,COLONIZADORES,Arauca,Arauca,Regional,6.9504,-71.8562,ECOPETROL,AEROCIVIL,800.0,30.0,,,678.0," 4158,000",1983-09-25,,3C,Aerocivil,6315.0,81,81001
431,SAA,,SANTA ANA,Orocué,Casanare,Aeródromo,5.0875,-71.7902,FERNANDO REYES ISAZA Y CIA. S en C,FERNANDO REYES ISAZA Y CIA. S en C,600.0,15.0,3000.0,,538.0," 5962,000",,,1A,Privado,46.0,85,85230
432,SAS,,SAN CARLOS,Maní,Casanare,Aeródromo,5.0096,-72.3237,WILSON GAMEZ M.,AVIOCOL LTDA.,850.0,10.0,3000.0,,991.0," 5187,000",,2016-10-03,1A,Fumigación,,85,85139
433,SBD,,LA MAGDALENA,Sabana de Torres,Santander,Aeródromo,,,,,,,,,,,,,,,414.0,68,68655
434,SBT,SNT,LAS CRUCES,Sabana de Torres,Santander,Aeródromo,7.3833,-73.5055,MUNICIPIO,MUNICIPIO,1202.0,20.0,12202.0,,459.0," 9409,000",,,2B,Público,2335.0,68,68655
435,SCG,,EL PRADO,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,4.0,50,50680
436,SCS,,SAN CARLOS DEL PLANAS,Santa Rosalía,Vichada,Aeródromo,4.0333,-70.8333,MUNICIPIO,MUNICIPIO,416.0,20.0,2500.0,,400.0," 3660,000",,,1A,Público,7.0,99,99624
437,SCY,,SAN JERONIMO,Flandes,Tolima,Aeródromo,4.1932,-74.8615,ELVIRA PINEDA VERGARA,SANIDAD VEGETAL CRUZ,800.0,10.0,2000.0,,1030.0," 4217,000",,,1A,Fumigación,1.0,73,73275
438,SDG,,LA MANSION,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,1.0,50,50680
439,SFA,,SANTAFE DE ANTIOQUIA,Santa Fé de Antioquia,Antioquia,Aeródromo,,,,,,,,,,,,,,,61.0,5,5042
440,SGG,,LA FLORIDA,San Carlos de Guaroa,Meta,Aeródromo,3.912,-73.2956,GILBERTO LOPEZ S.,FARO LTDA.,740.0,10.0,2000.0,,771.0," 1579,000",,,1A,Fumigación,2.0,50,50680
441,SGL,,SAN GIL - LOS POZOS,San Gil,Santander,Aeródromo,6.5812,-73.128,MUNICIPIO,MUNICIPIO,1240.0,15.0,5670.0,,5577.0,"  677,000",,,3A,Público,418.0,68,68679
442,SGU,,YAGUARITO,San Carlos de Guaroa,Meta,Aeródromo,3.8817,-73.3403,ACEITES MANUELITA S.A.,ACEITES MANUELITA S.A.,1000.0,14.0,5670.0,,837.0," 4507,000",,,2A,Fumigación,83.0,50,50680
443,SHL,,SANTA HELENA DE UPIA,Villanueva,Casanare,Aeródromo,4.3397,-72.7428,RUBEN A. PINZON GALINDO,ASAM LTDA.,794.0,10.0,2000.0,,462.0," 3095,000",,2013-08-02,1A,Fumigación,54.0,85,85440
444,SIR,,SIRENAS,Yopal,Casanare,Aeródromo,,,,,,,,,,,,,,,190.0,85,85001
445,SIS,,SANTA ISABEL,Mitú,Vaupés,Aeródromo,,,,,,,,,,,,,,,486.0,97,97001
446,SJE,SJE,JORGE E. GONZALEZ T.,San José del Guaviare,Guaviare,Regional,2.5796,-72.6393,GOBERNACION,DEPARTAMENTO,1450.0,20.0,22000.0,,603.0,"  984,000",,,2B,Público,32581.0,95,95001
447,SJR,,SAN JUAN DE URABA,San Juan de Urabá,Antioquia,Aeródromo,,,,,,,,,,,,,,,11.0,5,5659
448,SKGB,,"MARCO FIDEL SUAREZ  ""AFB""",Cali,Valle del Cauca,Aeródromo,3.45689,-76.496514,,,,,,,,,,,,,117.0,76,76001
449,SKTI,,"TOLEMAIDA ""AFB""",Melgar,Tolima,Aeródromo,,,,,,,,,,,,,,,472.0,73,73449
450,SLM,,SAN LUIS,Granada,Meta,Aeródromo,,,,,,,,,,,,,,,4.0,50,50313
451,SMA,,AGUAS BLANCAS,San Martín,Cesar,Aeródromo,,,,,,,,,,,,,,,5.0,20,20770
452,SMR,SMR,SIMON BOLIVAR,Santa Marta,Magdalena,Internacional,11.1197,-74.2473,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,1700.0,40.0,,,22.0,"  352,000",1968-05-17,,3C,Aerocivil,45781.0,47,47001
453,SMT,,LA CAPRICHOSA,San Martín,Meta,Aeródromo,,,,,,,,,,,,,,,20.0,50,50689
454,SNG,,SANTIAGO No.1,Maní,Casanare,Aeródromo,,,,,,,,,,,,,,,125.0,85,85139
455,SNL,,HIPILANDIA,San Martín,Cesar,Aeródromo,7.8899,-73.4588,PALMAS DEL CESAR S.A,PALMAS DEL CESAR S.A.,620.0,18.0,4000.0,,311.0,"  122,000",,2018-02-03,1A,Privado,390.0,20,20770
456,SNM,,LA DIVA,Santa Marta,Magdalena,Aeródromo,11.2448,-73.7165,INVERSIONES TIN S.A.S.,ASA S.A.S.,620.0,10.0,2000.0,,5249.0," 5383,000",,2017-11-07,1A,Fumigación,8.0,47,47001
457,SNP,,SAN PABLO,Lorica,Córdoba,Aeródromo,9.0598,-75.7804,PROAGROCOR  S.A.,AEROPENORT LTDA.,650.0,10.0,2000.0,,15.0,"  707,000",,2017-04-08,1A,Fumigación,14.0,23,23417
458,SNR,,SAN MARTIN,San Martín,Meta,Regional,3.7023,-73.6881,AEROCIVIL,AEROCIVIL,700.0,15.0,3000.0,,1380.0,"  644,000",1967-06-05,,1A,Aerocivil,181.0,50,50689
459,SNU,,SAN MIGUEL,San Carlos de Guaroa,Meta,Aeródromo,,,,,,,,,,,,,,,18.0,50,50680
460,SOR,,EL RINCON DE MUCURA,San Onofre,Sucre,Aeródromo,9.7743,-75.6382,INVERSIONES EL RINCON DE MUCURA,INVER. EL RINCON DE MUCURA,900.0,15.0,6400.0,,10.0," 1443,000",,,2A,Privado,36.0,70,70713
461,SOX,SOX,ALBERTO LLERAS CAMARGO,Firavitoba,Boyacá,Regional,5.6765,-72.9698,MUNICIPIO SOGAMOSO,MUNICIPIO SOGAMOSO,1500.0,24.0,,,8149.0,"  102,000",,,3C,Público,224.0,15,15272
462,SPD,,SAN PEDRO DE URABA,San Pedro de Urabá,Antioquia,Aeródromo,8.2898,-76.3748,MUNICIPIO,MUNICIPIO,853.0,14.0,6400.0,,417.0,"  984,000",,,1A,Público,821.0,5,5665
463,SPE,,SAN PEDRO CORAL,Buenavista,Sucre,Aeródromo,,,,,,,,,,,,,,,35.0,70,70110
464,SRB,,SANTA ROSA DE SIMITI,Simití,Bolívar,Aeródromo,,,,,,,,,,,,,,,3.0,13,13744
465,SRO,SSL,SANTA ROSALIA,Santa Rosalía,Vichada,Aeródromo,5.1337,-70.8718,CORREGIMIENTO,CORREGIMIENTO,800.0,25.0,12202.0,,500.0,"  264,000",,,1A,Público,2018.0,99,99624
466,SRS,SRS,EL ALGARROBO,San Marcos,Sucre,Aeródromo,8.6874,-75.1624,AEROCIVIL,AEROCIVIL,1200.0,136.0,6000.0,,135.0," 3890,000",,,2A,Aerocivil,354.0,70,70708
467,SRV,,LOS COLONIZADORES,Saravena,Arauca,Aeródromo,,,,,,,,,,,,,,,1472.0,81,81736
468,SSC,,SALA 77,Valledupar,Cesar,Aeródromo,10.3522,-73.3298,ALBERTO MARIO VARGAS,AMA LTDA.,600.0,15.0,2000.0,,381.0," 4444,000",,,1A,Fumigación,1.0,20,20001
469,SSL,,FALCON,Saldaña,Tolima,Aeródromo,,,,,,,,,,,,,,,1.0,73,73671
470,STA,,EL EDEN,Santa Ana,Magdalena,Aeródromo,9.5197,-74.3392,JORGE IGNACIO AGUDELO,JORGE I. AGUDELO RESTREPO,840.0,18.0,5700.0,,164.0," 4941,000",,2017-10-01,1A,Privado,8.0,47,47707
471,SVI,SVI,EDUARDO FALLA SOLANO,San Vicente del Caguán,Caquetá,Regional,2.1522,-74.7663,AEROCIVIL,AEROCIVIL,1500.0,26.0,,,875.0,"  141,000",1987-02-02,,3C,Aerocivil,5161.0,18,18753
472,SVT,,SAN VICENTE DE CHUCURI,San Vicente de Chucurí,Santander,Aeródromo,6.9056,-73.4339,MUNICIPIO,MUNICIPIO,540.0,15.0,3000.0,,1784.0," 5854,000",,,1A,Público,974.0,68,68689
473,TAP,TCD,TARAPACA,Tarapacá,Amazonas,Aeródromo,-2.8957,-69.7497,GOBERNACION,EL MISMO,1080.0,14.0,,,243.0," 3788,000",,,2A,Público,891.0,91,91798
474,TAR,,TARAIRA,Taraira,Vaupés,Aeródromo,-0.5679,-69.6381,MUNICIPIO,MUNICIPIO,820.0,20.0,12202.0,,512.0," 7354,000",,,1A,Público,2687.0,97,97666
475,TBQ,TBD,TIMBIQUI,Timbiquí,Cauca,Aeródromo,2.7786,-77.668,MUNICIPIO,MUNICIPIO,1127.0,12.0,,,18.0," 9248,000",,,1B,Público,3315.0,19,19809
476,TBU,,TIBU,Tibú,Norte de Santander,Aeródromo,8.6309,-72.7307,ECOPETROL,ECOPETROL,1400.0,18.0,,,171.0,"  759,000",,2016-03-07,2A,Privado,3994.0,54,54810
477,TCO,,LA FLORIDA,San Andrés de Tumaco,Nariño,Nacional,1.8144,-78.749,AEROCIVIL,AEROCIVIL,1600.0,30.0,,,10.0,"  455,000",1969-05-19,,3C,Aerocivil,12101.0,52,52835
478,TDA,TDA,TRINIDAD,Trinidad,Casanare,Aeródromo,5.4349,-71.6584,AEROCIVIL,AEROCIVIL,1148.0,10.0,12202.0,,560.0,"  644,000",1967-06-05,,2A,Aerocivil,4313.0,85,85430
479,TDI,,ELF TRINIDAD,Trinidad,Casanare,Aeródromo,5.5016,-71.7831,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,18.0,5000.0,,629.0," 7235,000",,2017-01-03,1A,Privado,3404.0,85,85430
480,TIB,,TIERRA BLANCA,Roldanillo,Valle del Cauca,Aeródromo,,,,,,,,,,,,,,,34.0,76,76622
481,TLU,TLU,TOLU,Tolú Viejo,Sucre,Regional,9.5095,-75.5859,AEROCIVIL,AEROCIVIL,1350.0,16.0,12202.0,,15.0,"  455,000",1969-05-19,,2A,Aerocivil,1967.0,70,70823
482,TME,TME,GUSTAVO VARGAS,Tame,Arauca,Regional,6.451,-71.7601,AEROCIVIL,AEROCIVIL,2000.0,30.0,33112.0,,1199.0,"  343,000",1968-05-03,,4C,Aerocivil,5850.0,81,81794
483,TNU,,PROVIDENCIA,Tauramena,Casanare,Aeródromo,4.9714,-72.5997,SOCIEDAD VALDERRAMA MOYA,SERFABA S.A.S.,710.0,10.0,2000.0,,793.0," 1207,000",,,1A,Fumigación,39.0,85,85410
484,TPI,,TOMACHIPAN,San José del Guaviare,Guaviare,Aeródromo,2.2757,-72.7747,GOBERNACION,JUNTA DE ACCION COMUNAL,500.0,10.0,5680.0,,580.0," 6254,000",,,1A,Público,1077.0,95,95001
485,TQS,SQF,SOLANO,Solano,Caquetá,Aeródromo,0.7458,-75.2344,CORREGIMIENTO(MUNICIPIO),CORREGIMIENTO(MUNICIPIO),525.0,16.0,2300.0,,860.0," 3660,000",,,1A,Público,1530.0,18,18756
486,TRB,TRB,GONZALO MEJIA,Turbo,Antioquia,Aeródromo,8.0745,-76.741,AEROCIVIL,COMODATO- ARMADA,1004.0,13.0,12202.0,,7.0," 3373,000",,,2A,Aerocivil,2581.0,5,5837
487,TRD,,PALMARITO 2,Trinidad,Casanare,Aeródromo,5.3322,-71.2347,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,840.0,25.0,12000.0,,459.0," 5603,000",,,1A,Privado,5531.0,85,85430
488,TRI,,LOS TOROS,Trinidad,Casanare,Aeródromo,5.4275,-71.2164,HORACIO PAN BARRAGAN,PERENCO COLOMBIA LIMITED,1100.0,20.0,12202.0,,450.0," 1405,000",,,1A,Privado,6107.0,85,85430
489,TRP,,TARAPACA,Tarapacá,Amazonas,Aeródromo,,,,,,,,,,,,,,,891.0,91,91798
490,TRR,,TRES RIOS,Miraflores,Guaviare,Aeródromo,,,,,,,,,,,,,,,61.0,95,95200
491,TUN,,TUNJA,Tunja,Boyacá,Aeródromo,,,,,,,,,,,,,,,136.0,15,15001
492,UIB,UIB,EL CARAÑO,Quibdó,Chocó,Nacional,5.6908,-76.6412,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1300.0,30.0,63196.0,,192.0,"  522,000",1968-07-03,,3C,Aerocivil,88706.0,27,27001
493,ULQ,ULQ,FARFAN HERIBERTO GIL MAR,Tuluá,Valle del Cauca,Regional,4.0945,-76.2239,MUNICIPIO,MUNICIPIO,1100.0,45.0,33112.0,,3132.0," 1026,000",,,2C,Público,1116.0,76,76834
494,URA,,PUERTO ESTRELLA,Uribia,La Guajira,Aeródromo,12.35,-71.3,CORREGIMIENTO,CORREGIMIENTO,1180.0,25.0,12202.0,,20.0," 3660,000",,,2B,Público,8.0,44,44847
495,URM,URI,URIBE,Uribe,Meta,Aeródromo,3.2369,-74.3463,MUNICIPIO,MUNICIPIO,1000.0,20.0,,,2240.0," 2404,000",,,2B,Público,5192.0,50,50370
496,URR,URR,ALI PIEDRAHITA,Urrao,Antioquia,Regional,6.3273,-76.1409,AEROCIVIL,AEROCIVIL,865.0,10.0,,,6104.0,"  551,000",1968-07-10,,2A,Aerocivil,3524.0,5,5847
497,VAL,,VALENCIA,Valencia,Córdoba,Aeródromo,,,,,,,,,,,,,,,23.0,23,23855
498,VAP,,CAMPO ALEGRE,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,,,,6.0,20,20001
499,VAR,,VARSOVIA,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,,,,1.0,18,18753
500,VCC,,EL DIAMANTE,San Carlos de Guaroa,Meta,Aeródromo,3.8844,-73.1595,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,,686.0," 2634,000",,,1A,Fumigación,21.0,50,50680
501,VDF,,VIGIA DEL FUERTE,Vigía del Fuerte,Antioquia,Aeródromo,6.5681,-76.8877,MUNICIPIO,MUNICIPIO,770.0,10.0,,,53.0,"  192,000",,,1A,Público,6466.0,5,5873
502,VDP,,MADACI,Valledupar,Cesar,Aeródromo,,,,,,,,,,,,,,,1.0,20,20001
503,VEL,,VELASQUEZ,Puerto Boyacá,Boyacá,Aeródromo,,,,,,,,,,,,,,,2325.0,15,15572
504,VGP,VGZ,CANANGUCHAL,Villagarzón,Putumayo,Regional,0.9785,-76.6064,AEROCIVIL,AEROCIVIL,1300.0,20.0,,,397.0," 1270,000",1972-05-09,,3B,Aerocivil,5927.0,86,86885
505,VIC,,EL CONVENTO,Villavicencio,Meta,Aeródromo,4.0227,-73.3529,EFA LTDA.,EFA LTDA.,800.0,10.0,2000.0,,837.0," 2634,000",,,1A,Fumigación,64.0,50,50001
506,VIH,,VISTA HERMOSA,Vistahermosa,Meta,Aeródromo,3.1351,-73.7579,MUNICIPIO,MUNICIPIO,870.0,15.0,5670.0,,150.0," 4559,000",,,2A,Público,183.0,50,50711
507,VIL,,PALMAS DEL CASANARE,Villanueva,Casanare,Aeródromo,,,,,,,,,,,,,,,8.0,85,85440
508,VLA,,VILLANUEVA,Villanueva,Casanare,Aeródromo,4.6371,-72.9498,MUNICIPIO,MUNICIPIO,1300.0,23.0,12202.0,,1220.0," 2807,000",,,2B,Fumigación,2140.0,85,85440
509,VLL,,VILLANUEVA,Villanueva,La Guajira,Aeródromo,10.5833,-73.0167,MUNICIPIO,MUNICIPIO,900.0,20.0,4000.0,,600.0," 3660,000",,,1A,Público,1.0,44,44874
510,VLU,,PALMAR DE ORIENTE,Villanueva,Casanare,Aeródromo,4.4924,-72.8408,PALMAR DEL ORIENTE S.A.,PALMAR DEL ORIENTE S.A.,860.0,15.0,3000.0,,643.0," 4892,000",,2014-10-11,1A,Privado,53.0,85,85440
511,VNL,,COLEGIAL,Villanueva,Casanare,Aeródromo,4.4945,-72.7719,SAMOS DE COL. LTDA,FUMIVILLA LTDA,700.0,10.0,2000.0,,574.0," 5913,000",,,1A,Fumigación,11.0,85,85440
512,VNU,,SOCEAGRO,Villanueva,Casanare,Aeródromo,4.4881,-72.8319,SOCEAGRO,ASAM LTDA.,1100.0,12.0,2000.0,,649.0,"  174,000",,,1A,Fumigación,6.0,85,85440
513,VUP,VUP,ALFONSO LOPEZ PUMAREJO,Valledupar,Cesar,Nacional,10.4351,-73.2494,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,2100.0,30.0,,,450.0,"  352,000",1968-05-17,,4C,Aerocivil,23158.0,20,20001
514,VVA,,VILLANUEVA,Turbo,Antioquia,Aeródromo,,,,,,,,,,,,,,,69.0,5,5837
515,VVC,VVC,VANGUARDIA,Villavicencio,Meta,Nacional,4.1684,-73.6147,AEROCIVIL,AEROCIVIL,1940.0,30.0,,,1366.0,"  499,000",1968-06-12,,3C,Aerocivil,117754.0,50,50001
516,VVD,,LAS BRISAS,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,,,,114.0,50,50001
