,sigla,nombre,municipio,departamento,categoria,latitud,longitud,propietario,explotador,longitud_pista,ancho_pista,pbmo,elevacion,resolucion,clase,tipo,gcd_departamento,gcd_municipio
241,CVT,CRUZ VERDE,Ibagué,Tolima,Aeródromo,4.3917,-75.1327,CRUZ VERDE,CRUZ VERDE,540.0,10.0,2000.0,3041.0," 1735,000",1A,Fumigación,73,73001
242,CYO,EL EDEN,Cabuyaro,Meta,Aeródromo,,,,,,,,,,,,50,50124
243,CZI,LA DILIA,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
244,CZU,LAS BRUJAS,Corozal,Sucre,Regional,9.3325,-75.2853,AEROCIVIL,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte,1430.0,22.0,,519.0," 1862,000",3C,Aerocivil,70,70215
245,DAR,DARIEN CALIMA,Calima,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76126
246,DJV,SAN JUAN DEL CESAR,San Juan del Cesar,La Guajira,Aeródromo,10.7419,-72.9911,MUNICIPIO,MUNICIPIO,800.0,15.0,5700.0,696.0," 5855,000",1A,Público,44,44650
247,DZI,FADECO,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
248,EAS,EL ALGARROBO,San Marcos,Sucre,Aeródromo,,,,,,,,,,,,70,70708
249,EBG,EL TOMIN,El Bagre,Antioquia,Regional,7.5965,-74.8089,SOCIEDAD MINEROS A/QUIA,EL MUNICIPIO,1300.0,15.0,,180.0," 2443,000",1A,Público,5,5250
250,ECB,EL ACEITUNO,Ibagué,Tolima,Aeródromo,4.3481,-75.0245,CULTIVOS Y SEMILLAS EL ACEITU,CRUZ VERDE,720.0,10.0,4500.0,2277.0," 5916,000",1A,Fumigación,73,73001
251,ECC,EL CARMEN DE CHUCURI,El Carmen de Chucurí,Santander,Aeródromo,6.7406,-73.5544,MUNICIPIO,MUNICIPIO,700.0,12.0,12000.0,1200.0," 2488,000",1A,Público,68,68235
252,ECJ,EL CORAJE,Ariguaní,Magdalena,Aeródromo,,,,,,,,,,,,47,47058
253,ECO,ECOPETROL,Barrancabermeja,Santander,Aeródromo,,,,,,,,,,,,68,68081
254,ECR,EL CHORRO,Gamarra,Cesar,Aeródromo,,,,,,,,,,,,20,20295
255,ECU,LA FE,El Copey,Cesar,Aeródromo,10.1302,-74.0383,PALMERAS DE LA COSTA,PALMERAS DE LA COSTA,850.0,15.0,5000.0,304.0," 2496,000",1A,Privado,20,20238
256,EEB,EL ESPINO,El Espino,Boyacá,Aeródromo,6.4883,-72.5047,MUNICIPIO,MUNICIPIO,820.0,15.0,5670.0,7119.0," 4239,000",1B,Público,15,15248
257,EGI,EL GILGAL,Acandí,Chocó,Aeródromo,,,,,,,,,,,,27,27006
258,EJA,YARIGUIES,Barrancabermeja,Santander,Nacional,7.0244,-73.8068,AEROCIVIL,AEROCIVIL -ORIENTE S.A.S.,1800.0,45.0,61100.0,414.0,"  115,000",3C,Aerocivil,68,68081
259,EJU,EL JUNCAL,Palermo,Huila,Aeródromo,2.8471,-75.3133,ASOJUNCAL,SANIDAD VEGETAL CRUZ VERDE,620.0,10.0,2000.0,1509.0," 4949,000",1A,Fumigación,41,41524
260,ELA,EL CHARCO,El Charco,Nariño,Aeródromo,2.4408,-78.1,MUNICIPIO,MUNICIPIO,800.0,12.0,6400.0,32.0,"  737,000",1A,Público,52,52250
261,ELB,LAS FLORES,El Banco,Magdalena,Aeródromo,9.0428,-73.9715,AEROCIVIL,AEROCIVIL,1225.0,28.0,19045.0,110.0," 1374,000",3B,Aerocivil,47,47245
262,ELC,EL CAIRO,Castilla la Nueva,Meta,Aeródromo,,,,,,,,,,,,50,50150
263,ELE,EL RECREO,San Luis de Palenque,Casanare,Aeródromo,5.3206,-72.5778,HENRY POLANIA C.,SAO E.U.,840.0,10.0,2000.0,551.0," 2495,000",1A,Fumigación,85,85325
264,ELH,EL LIMONAR,Campoalegre,Huila,Aeródromo,2.6205,-75.3624,SANIDAD VEGETAL CRUZ VERDE,SANIDAD VEGETAL CRUZ VERDE,600.0,10.0,2500.0,1936.0," 2136,000",1A,Fumigación,41,41132
265,ELI,EL PARAISO,Nunchía,Casanare,Aeródromo,5.5576,-72.0041,JULIO PEREZ MORA,SANAR LTDA.,900.0,10.0,2000.0,669.0," 4943,000",1A,Fumigación,85,85225
266,ELM,EL MARNE,Rionegro,Santander,Aeródromo,7.4233,-73.3806,JORGE LUIS OTERO SANCHEZ,JORGE LUIS OTERO SANCHEZ,760.0,18.0,4000.0,416.0," 4874,000",1A,Privado,68,68615
267,ELO,EL RODEO,Orocué,Casanare,Aeródromo,,,,,,,,,,,,85,85230
268,ELP,EL PAILON,Candelaria,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76130
269,ELR,EL RECUERDO,Flandes,Tolima,Aeródromo,,,,,,,,,,,,73,73275
270,ELS,COMUNEROS,Socorro,Santander,Aeródromo,6.3835,-73.2573,MUNICIPIO,MUNICIPIO,720.0,15.0,5000.0,5250.0,"  306,000",1A,Público,68,68755
271,ELT,INGENIO PROVIDENCIA,El Cerrito,Valle del Cauca,Aeródromo,3.6383,-76.3038,INGENIO PROVIDENCIA,ING. PROVIDENCIA-ASOCAÑA,250.0,10.0,500.0,3667.0," 2959,000",1A,Fumigación,76,76248
272,ELU,EL RUBY,Castilla la Nueva,Meta,Aeródromo,3.7811,-73.4817,NATALY RODRIGUEZ,FARO LTDA.,670.0,10.0,2000.0,987.0,"  689,000",1A,Fumigación,50,50150
273,EOC,EL RETIRO,San Vicente del Caguán,Caquetá,Aeródromo,,,,,,,,,,,,18,18753
274,EOH,OLAYA HERRERA,Medellín,Antioquia,Nacional,6.2204,-75.5904,INVIAS,EN CONCESION-SOACN(Sociedad Operadora de Aeropuertos Centro Norte),1800.0,38.0,20455.0,4920.0," 1466,000",1A,Aerocivil,5,5001
275,EPR,EL PARAISO,Ibagué,Tolima,Aeródromo,4.387,-75.02600000000002,JOSE M. MELENDRO,CRUZ VERDE,630.0,10.0,2000.0,2303.0," 1735,000",1A,Fumigación,73,73001
276,EPY,CAYTA,El Copey,Cesar,Aeródromo,,,,,,,,,,,,20,20238
277,ESP,ASTA,Espinal,Tolima,Aeródromo,,,,,,,,,,,,73,73268
278,ETA,EL TAPON,Puerto Carreño,Vichada,Aeródromo,5.15,-69.1833,INDERENA,INDERENA,1080.0,20.0,12202.0,500.0," 1412,000",2B,Público,99,99001
279,ETO,EL TORNILLO,Rionegro,Santander,Aeródromo,7.6222,-73.608,INVERSIONES GERBEL S.A.S.,CELTA LTDA.,1020.0,18.0,2000.0,230.0," 7086,000",1A,Fumigación,68,68615
280,ETR,EL TRIUNFO,Ambalema,Tolima,Aeródromo,4.8647,-74.8037,ORGANIZACIÓN PAJONALES S.A.,ORGANIZACIÓN PAJONALES,900.0,15.0,4000.0,840.0,"  390,000",2A,Fumigación,73,73030
281,EVC,EL VIGIA,Villanueva,Casanare,Aeródromo,4.5543,-72.9157,EDUARDO VALENZUELA PLATA,FUMIVILLA LTDA,660.0,10.0,2000.0,662.0," 2471,000",1A,Fumigación,85,85440
282,EYP,EL ALCARAVAN,Yopal,Casanare,Nacional,5.3191,-72.3842,AEROCIVIL,AEROCIVIL,2250.0,30.0,,1016.0,"  984,000",3C,Aerocivil,85,85001
283,FCA,FASCA,Aguazul,Casanare,Aeródromo,5.1553,-72.5208,SFA LTDA.,SFA. LTDA.,750.0,10.0,2000.0,868.0," 7054,000",1A,Fumigación,85,85010
284,FDA,FUNDACION,Fundación,Magdalena,Aeródromo,,,,,,,,,,,,47,47288
285,FLA,GUSTAVO ARTUNDUAGA PAREDES,Florencia,Caquetá,Nacional,1.589,-75.5643,AEROCIVIL,AEROCIVIL,1500.0,30.0,,803.0,"  984,000",3C,Aerocivil,18,18001
286,FLD,AEROSPORT - C.A.,Flandes,Tolima,Aeródromo,4.2331,-74.8347,CLUB COLOMBIANO DE AVIA.,CLUB. COL.AVIACION DEPORTIVA,350.0,10.0,500.0,1030.0," 7240,000",UL,Privado,73,73275
287,FLR,LAS FLORES,Agustín Codazzi,Cesar,Aeródromo,,,,,,,,,,,,20,20013
288,FOO,LA LUNA,Fuente de Oro,Meta,Aeródromo,3.4492,-73.5844,GIOVANNI OROZCO,FARI LTDA,800.0,10.0,2000.0,935.0," 4445,000",1A,Fumigación,50,50287
289,FRO,FRONTINO EL PLATEADO,Frontino,Antioquia,Aeródromo,6.7221,-76.1465,MUNICIPIO,MUNICIPIO,800.0,18.0,5000.0,5577.0," 5958,000",1A,Público,5,5284
290,FTE,CAÑO BLANCO,Fuente de Oro,Meta,Aeródromo,,,,,,,,,,,,50,50287
291,FUL,SAN LUIS,Fuente de Oro,Meta,Aeródromo,3.5019,-73.6697,FARI LTDA.,FARI LTDA,1000.0,15.0,2000.0,980.0," 4506,000",2A,Fumigación,50,50287
292,FUN,ALGARROBO FANOR,Fundación,Magdalena,Aeródromo,,,,,,,,,,,,47,47288
293,FUO,MAJAGUAL,Fuente de Oro,Meta,Aeródromo,3.3903,-73.6964,MARIO GUTIERREZ PERDOMO,ASEM LTDA.,940.0,10.0,3000.0,1049.0," 2949,000",1A,Fumigación,50,50287
294,FUT,LOS SABANALES,Fuente de Oro,Meta,Aeródromo,3.3697,-73.4639,MISAEL RODRIGUEZ CASTAÑEDA,FAGA LTDA.,720.0,10.0,2000.0,849.0,"   76,000",1A,Fumigación,50,50287
295,GAM,LA NENA CAYTA,Gamarra,Cesar,Aeródromo,,,,,,,,,,,,20,20295
296,GAN,EL PROGRESO,Granada,Meta,Aeródromo,,,,,,,,,,,,50,50313
297,GCA,GUACAMAYAS,San Vicente del Caguán,Caquetá,Aeródromo,2.2833,-74.95,CORREGIMIENTO(MUNICIPIO),CORREGIMIENTO(MUNICIPIO),810.0,18.0,11500.0,1500.0," 3660,000",1A,Público,18,18753
298,GER,GERMANIA,Gamarra,Cesar,Aeródromo,8.3306,-73.6949,INVERSIONES GERBEL S.A.S.,CELTA LTDA.,950.0,14.0,2000.0,246.0," 7086,000",1A,Fumigación,20,20295
299,GIR,SANTIAGO VILA,Flandes,Tolima,Regional,4.2753,-74.7961,AEROCIVIL,AEROCIVIL,1600.0,28.0,,931.0,"  115,000",3C,Aerocivil,73,73275
300,GLJ,LA JAGUA,Garzón,Huila,Aeródromo,2.1464,-75.6942,MINISTERIO DE DEFENSA,EJERCITO NACIONAL,1334.0,40.0,12202.0,2622.0,"  984,000",2B,Militar,41,41298
301,GMO,EL GUAMO ASTA,Guamo,Tolima,Aeródromo,3.9976,-74.9576,ASTA S.A.,SANIDAD VEGETAL CRUZ,650.0,10.0,2000.0,1119.0," 6175,000",1A,Fumigación,73,73319
302,GOV,GUADUALITO,Palmira,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76520
303,GPI,JUAN CASIANO,Guapí,Cauca,Regional,2.57,-77.898,AEROCIVIL,AEROCIVIL,1300.0,16.0,,164.0,"  245,000",3C,Aerocivil,19,19318
304,GRM,GUERIMA,Puerto Carreño,Vichada,Aeródromo,3.6299,-70.3231,GOBERNACION,DEPARTAMENTO,1220.0,20.0,,416.0,"13268,000",2B,Público,99,99001
305,GRN,MALVINAS,Granada,Meta,Aeródromo,3.4208,-73.7653,FREDY REYES VALDERRAMA,SADELL S.A.S.,700.0,10.0,2000.0,1150.0," 1124,000",1A,Fumigación,50,50313
306,GTT,GANADERIA EL TRIUNFO,Honda,Tolima,Aeródromo,5.1694,-74.7652,GARETH HYWEL HUGHES ART.,GARETH HYWEL HUGHES ART.,900.0,18.0,3000.0,774.0,"  704,000",1A,Privado,73,73349
307,GUE,LA ESTRELLA,Guacarí,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76318
308,GUI,GUINULERO,San Andrés de Tumaco,Nariño,Aeródromo,,,,,,,,,,,,52,52835
309,GUR,LA BASE FUMIVALLE,Guacarí,Valle del Cauca,Aeródromo,3.7766,-76.3217,MAR 2 S.A.S.,ARFA S.A.,640.0,10.0,2000.0,3278.0,"  400,000",1A,Fumigación,76,76318
310,GUS,GUSTAVO ROJAS PINILLA,Tunja,Boyacá,Aeródromo,5.5423,-73.3443,AEROCIVIL,COMODATO MUNICIPIO,1100.0,20.0,5670.0,8954.0," 1291,000",2A,Aerocivil,15,15001
311,GUT,GUADALAJARA,Ibagué,Tolima,Aeródromo,4.3869,-75.1566,HELICE,HELICE,900.0,10.0,3000.0,3005.0,"  168,000",1A,Fumigación,73,73001
312,GYM,FLAMINIO S. CAMACHO,Chía,Cundinamarca,Aeródromo,4.8125,-74.0651,AEROCIVIL,AEROCIVIL,1720.0,20.0,7000.0,8386.0,"  984,000",2B,Aerocivil,25,25175
313,HAC,EL TRIUNFO,Puerto Triunfo,Antioquia,Aeródromo,5.9222,-74.7258,MUNICIPIO,MUNICIPIO,1150.0,11.0,7000.0,820.0," 2070,000",2A,Público,5,5591
314,HCO,EL CAIRO,Hato Corozal,Casanare,Aeródromo,6.0647,-71.2044,ELVIRA SARMIENTO,ELVIRA SARMIENTO,700.0,15.0,2000.0,443.0," 5835,000",1A,Privado,85,85125
315,HCZ,HATO LA AURORA,Hato Corozal,Casanare,Aeródromo,6.0331,-71.3819,LIGIA PLATA Y OTRO,BARRAGAN PLATA JORGE,800.0,15.0,3500.0,485.0," 6728,000",1A,Privado,85,85125
316,HEA,HELIVALLE,Palmira,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76520
317,HLE,HATO LA ESPERANZA,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,50,50568
318,HOA,HOSPITAL DE CALDAS,Manizales,Caldas,Aeródromo,,,,,,,,,,,,17,17001
319,HOP,HATO DE OPIA,Ibagué,Tolima,Aeródromo,4.4232,-75.0013,INBERAR LTDA.,CRUZ VERDE,540.0,10.0,2000.0,2703.0," 1735,000",1A,Fumigación,73,73001
320,HTC,EL DANUBIO,Hato Corozal,Casanare,Aeródromo,6.2611,-71.2247,CARMEN DELIA DELGADO,CARMEN DELIA DELGADO,740.0,15.0,2400.0,440.0," 4315,000",1A,Privado,85,85125
321,HTZ,HATO COROZAL,Hato Corozal,Casanare,Aeródromo,6.1535,-71.7616,AEROCIVIL,AEROCIVIL,1040.0,14.0,12202.0,830.0,"  502,000",2C,Aerocivil,85,85125
322,IBE,PERALES,Ibagué,Tolima,Nacional,4.4217,-75.1336,AEROCIVIL,AEROCIVIL,1800.0,30.0,,3114.0,"  984,000",3C,Aerocivil,73,73001
323,IDA,CESAR GAVIRIA TRUJILLO,Inírida,Guainía,Regional,3.8536,-67.9063,GOBERNACION,GOBERNACION,1930.0,30.0,,311.0,"  499,000",3C,Público,94,94001
324,IGO,JAIME ORTIZ BETANCUR,Chigorodó,Antioquia,Aeródromo,7.6772,-76.683,MUNICIPIO,MUNICIPIO,840.0,18.0,6400.0,170.0," 4545,000",1A,Público,5,5172
325,INA,INDIRA,Turbo,Antioquia,Aeródromo,7.9444,-76.6969,UNIBAN,CALIMA S.A.,870.0,15.0,4500.0,33.0," 1425,000",1A,Fumigación,5,5837
326,IPI,SAN LUIS,Aldana,Nariño,Internacional,0.8619,-77.6718,AEROCIVIL,AEROCIVIL,1770.0,28.0,,9740.0,"  455,000",3C,Aerocivil,52,52022
327,IRH,IRHO,San Alberto,Cesar,Aeródromo,7.7345,-73.4343,INDUPALMA LTDA.,INDUPALMA LTDA.,730.0,15.0,5000.0,305.0,"  170,000",1A,Fumigación,20,20710
328,ISP,ISA,Palmira,Valle del Cauca,Aeródromo,,,,,,,,,,,,76,76520
329,ITG,LA PROVIDENCIA,Ituango,Antioquia,Aeródromo,7.1653,-75.7253,MUNICIPIO,MUNICIPIO,750.0,12.0,6000.0,5166.0,"   39,000",1A,Público,5,5361
330,ITU,ITUANGO,Ituango,Antioquia,Aeródromo,,,,,,,,,,,,5,5361
331,JAB,JABALCON,Saldaña,Tolima,Aeródromo,3.8422,-75.0336,INCORA LTDA,INCORA,740.0,10.0,2000.0,984.0,"  984,000",1A,Público,73,73671
332,JUR,JURADO,Juradó,Chocó,Aeródromo,7.0731,-77.7285,MUNICIPIO,MUNICIPIO,800.0,20.0,6671.0,13.0," 1503,000",1A,Público,27,27372
333,LAA,LA BASTILLA,Guamo,Tolima,Aeródromo,4.0899,-74.9071,INVERSIONES BAZARA S.A.,SANIDAD VEGETAL CRUZ,700.0,10.0,2000.0,1112.0," 5385,000",1A,Fumigación,73,73319
334,LAB,LA  BARQUEREÑA,Nunchía,Casanare,Aeródromo,,,,,,,,,,,,85,85225
335,LAC,LA CABAÑA,Cumaral,Meta,Aeródromo,4.3019,-73.3697,HACIENDA LA CABAÑA,HACIENDA LA CABAÑA,1000.0,10.0,5500.0,175.0,"  688,000",1A,Privado,50,50226
336,LAD,LA DILIA,Agustín Codazzi,Cesar,Aeródromo,9.8985,-73.4221,MURGAS MUÑOZ HERMANOS,CARLOS R. MURGAS G.,800.0,15.0,5000.0,312.0," 4625,000",1A,Privado,20,20013
337,LAE,LA PALESTINA,Palestina,Caldas,Aeródromo,5.0333,-75.6204,MUNICIPIO DE MANIZALES,INFICALDAS-INFIMANIZALES,1800.0,30.0,,4723.0," 5364,000",4C,Público,17,17524
338,LAH,LA CAMPECHANA,Maní,Casanare,Aeródromo,4.8871,-72.3151,JOSE A. ROSAS BARRERA,FUMIVILLA LTDA,800.0,10.0,2000.0,609.0," 2138,000",1A,Fumigación,85,85139
339,LAJ,LAJITAS,Puerto López,Meta,Aeródromo,4.1564,-72.9076,COMPENSAR,COMPENSAR,800.0,15.0,5000.0,787.0," 6350,000",1A,Privado,50,50573
340,LAL,CRAVO SUR (antes la pista),Orocué,Casanare,Aeródromo,4.8274,-71.6626,J.LONDOÑO R Y CIA,J.LONDOÑO R Y CIA,800.0,18.0,4500.0,482.0," 5384,000",1A,Privado,85,85230
341,LAM,LA COLINA,Villavicencio,Meta,Aeródromo,4.0644,-73.3839,ERNESTO PEDRAZA GALEANO,AEROTEC LTDA.,850.0,19.0,6250.0,1058.0,"  691,000",1A,Fumigación,50,50001
342,LAO,LOS ALMENDROS,Carepa,Antioquia,Aeródromo,7.8083,-76.6519,SANVEL. LTDA.,FUMIGARAY,700.0,16.0,4000.0,134.0," 1314,000",1A,Fumigación,5,5147
343,LAP,LA CARPETA,Paz de Ariporo,Casanare,Aeródromo,,,,,,,,,,,,85,85250
344,LAR,LA ARROBLEDA,Caloto,Cauca,Aeródromo,3.1023,-76.419,INCUBADORA SANTANDER,INCUBADORA SANTANDER,780.0,15.0,5700.0,3320.0," 6472,000",1A,Privado,19,19142
345,LAT,LA MATUA,San Diego,Cesar,Aeródromo,,,,,,,,,,,,20,20750
346,LAU,LAS JUANAS,Castilla la Nueva,Meta,Aeródromo,3.8233,-73.5322,GILBERTO GALINDO M.,SADELL  LTDA.,690.0,10.0,3000.0,1082.0," 4735,000",1A,Fumigación,50,50150
347,LAV,LA VICTORIA,La Paz,Cesar,Aeródromo,10.0621,-73.2583,AMA LTDA.,AMA LTDA.,800.0,18.0,2000.0,300.0," 3939,000",1A,Fumigación,20,20621
348,LBR,LAS BRISAS,Villavicencio,Meta,Aeródromo,,,,,,,,,,,,50,50001
349,LCB,LA CAROLINA,Córdoba,Bolívar,Aeródromo,,,,,,,,,,,,13,13212
350,LCH,VIRGILIO BARCO VARGAS,La Chorrera,Amazonas,Regional,-1.4564,-72.8011,CAJA AGRARIA,COMISARIA DEL AMAZONAS,1500.0,21.0,,593.0,"  916,000",2A,Público,91,91405
351,LCI,LA CACICA,San Martín,Cesar,Aeródromo,7.9861,-73.5779,LA CACICA LTDA.,LA CACICA LTDA.,600.0,18.0,3000.0,265.0," 5525,000",1A,Privado,20,20770
352,LCM,LA CANDELARIA,Fuente de Oro,Meta,Aeródromo,,,,,,,,,,,,50,50287
353,LCT,LETICIA,Alvarado,Tolima,Aeródromo,4.463,-75.0359,ALVARO SIERRA FIGUEROA,SANIDAD VEGETAL CRUZ,840.0,10.0,2000.0,860.0," 6352,000",1A,Fumigación,73,73026
354,LEB,LA GAVIOTA,Plato,Magdalena,Aeródromo,,,,,,,,,,,,47,47555
355,LEM,LA ESMERALDA,Villavicencio,Meta,Aeródromo,4.0883,-73.3678,GILMA LOZANO DE G.,ASAM LTDA,700.0,20.0,2000.0,984.0," 1581,000",1A,Fumigación,50,50001
356,LET,ALFREDO VASQUEZ COBO,Leticia,Amazonas,Internacional,-4.1918,-69.9422,AEROCIVIL,AEROCIVIL,2010.0,40.0,,314.0,"  984,000",3C,Aerocivil,91,91001
357,LEV,LA GAVIOTA,La Primavera,Vichada,Aeródromo,4.5505,-70.9254,GOBERNACION,CENTRO LAS GAVIOTAS,1180.0,18.0,12202.0,606.0," 5796,000",2B,Público,99,99524
358,LFA,LA FLORA,Yopal,Casanare,Aeródromo,,,,,,,,,,,,85,85001
359,LFE,LA FE,Ciénaga,Magdalena,Aeródromo,10.861,-74.1714,MARCO A. GIL PINTO,ASA S. EN C.,800.0,10.0,4500.0,56.0," 4221,000",1A,Fumigación,47,47189
360,LFL,LAS FLORES,La Paz,Cesar,Aeródromo,10.0967,-73.2337,SOCIEDAD OLEOFLORES S.A.,SOC. OLEOFLORES S.A.,1300.0,18.0,5670.0,310.0," 2134,000",2A,Privado,20,20621
361,LFT,LA FLORESTA,Yaguará,Huila,Aeródromo,,,,,,,,,,,,41,41885
362,LGA,LAS GARZAS,Prado,Tolima,Aeródromo,,,,,,,,,,,,73,73563
363,LGL,BELLA CRUZ -SAN JUAN,La Gloria,Cesar,Aeródromo,8.6233,-73.7319,SOCIEDAD MR. INVERSIONES LTDA,FASE CUBIDES Y CIA.,750.0,10.0,4000.0,135.0," 5273,000",1A,Fumigación,20,20383
364,LGM,LA GAVIOTA MA,Plato,Magdalena,Aeródromo,,,,,,,,,,,,47,47555
365,LGP,LAGUNA PAVON,San José del Guaviare,Guaviare,Aeródromo,,,,,,,,,,,,95,95001
366,LGT,LAS GAVIOTAS,Puerto Lleras,Meta,Aeródromo,,,,,,,,,,,,50,50577
367,LGV,LOS GAVILANES,Guamal,Meta,Aeródromo,,,,,,,,,,,,50,50318
368,LHC,LOS HALCONES,Fuente de Oro,Meta,Aeródromo,,,,,,,,,,,,50,50287
369,LJB,EL BORREGO,La Jagua de Ibirico,Cesar,Aeródromo,9.5851,-73.4519,DRUMMOND LTD.,DRUMMOND LTD.,1500.0,29.0,,253.0," 5388,000",3C,Privado,20,20400
370,LJC,LA JAGUA DE IBIRICO,El Paso,Cesar,Aeródromo,9.6206,-73.5364,FADELCE LTDA,FADELCE LTDA.,880.0,20.0,4000.0,331.0," 3055,000",1A,Fumigación,20,20250
371,LJD,CERRO DE PIEDRA,La Jagua de Ibirico,Cesar,Aeródromo,,,,,,,,,,,,20,20400
372,LJI,NUEVA GRANADA,La Jagua de Ibirico,Cesar,Aeródromo,,,,,,,,,,,,20,20400
373,LJV,LA JAULA,La Primavera,Vichada,Aeródromo,5.3089,-69.8314,MARIA D. SALAZAR Y OTROS,MARIA C. SALAZAR,1100.0,20.0,5000.0,356.0,"  275,000",1A,Privado,99,99524
374,LLI,LAS DELICIAS,San Luis de Palenque,Casanare,Aeródromo,5.2075,-71.8136,PERENCO COLOMBIA LIMITED,PERENCO COLOMBIA LIMITED,600.0,17.0,12202.0,460.0,"  933,000",1A,Privado,85,85325
375,LLM,LOMA LINDA,Puerto Lleras,Meta,Aeródromo,,,,,,,,,,,,50,50577
376,LLO,CALENTURITAS,Recetor,Casanare,Aeródromo,9.6523,-73.4951,C.I.PRODECO,C.I. PRODECO,700.0,18.0,6400.0,190.0,"  996,000",2A,Privado,85,85279
377,LMA,JORGE ISAACS (LA MINA),Maicao,La Guajira,Regional,11.2326,-71.4893,CARBONES DEL CERREJON,CARBONES DEL CERREJON,1700.0,45.0,,328.0,"  831,000",3D,Privado,44,44430
378,LMC,LA MACARENA,La Macarena,Meta,Regional,2.1736,-73.7861,MUNICIPIO,MUNICIPIO,1600.0,15.0,26000.0,770.0," 1940,000",2C,Público,50,50350
379,LME,LOS MOCHUELOS,Cereté,Córdoba,Aeródromo,8.9101,-75.7996,FASE LTDA,FASE. LTDA.,800.0,15.0,4000.0,466.0," 5528,000",1A,Fumigación,23,23162
380,LML,LAS MALVINAS,Puerto Gaitán,Meta,Aeródromo,,,,,,,,,,,,50,50568
381,LMN,LOS MULATOS,El Charco,Nariño,Aeródromo,,,,,,,,,,,,52,52250
382,LMR,LOS MORROS,San Onofre,Sucre,Aeródromo,,,,,,,,,,,,70,70713
383,LOB,LOS BALTICOS,Puerto López,Meta,Aeródromo,4.1286,-73.1319,FERNANDO TOVAR TAMAYO,ECO LTDA.,650.0,10.0,2000.0,686.0," 3024,000",1A,Fumigación,50,50573
384,LOC,LOPEZ DE MICAI,López de Micay,Cauca,Aeródromo,2.9539,-77.195,MUNICIPIO,MUNICIPIO,800.0,16.0,2300.0,340.0,"  443,000",1A,Público,19,19418
385,LOM,LOS MILAGROS,Maní,Casanare,Aeródromo,4.7981,-72.2342,FUMIAGRIC LTDA.,AGIL LTDA.,750.0,10.0,2000.0,410.0," 2005,000",1A,Fumigación,85,85139
386,LPA,LA PALMA,Bosconia,Cesar,Aeródromo,9.8394,-73.8672,HERNAN DIEGO PALAU E.,SIMON LOZADA FOMEQUE,940.0,10.0,2000.0,121.0," 3825,000",1A,Fumigación,20,20060
387,LPD,LA PEDRERA,La Pedrera,Amazonas,Aeródromo,-1.3243,-69.5816,GOBERNACION,EL MISMO,1050.0,20.0,26000.0,262.0,"  399,000",2B,Público,91,91407
388,LPG,EL GAVILAN,La Primavera,Vichada,Aeródromo,5.2554,-69.7342,FRANCISCO MATIZ SALAZAR,FRANCISCO MATIZ S.,1100.0,18.0,4800.0,332.0," 5915,000",1A,Privado,99,99524
389,LPL,LOS PLANES,Apartadó,Antioquia,Aeródromo,7.834,-76.6453,UNIBAN,CALIMA S.A.,730.0,15.0,4500.0,108.0," 1425,000",1A,Fumigación,5,5045
390,LPR,EL CIMARRON,La Primavera,Vichada,Aeródromo,5.9371,-69.2579,PRESTIGE COLOMBIA LTDA,PRESTIGE COLOMBIA L,1000.0,15.0,3500.0,318.0," 4740,000",1A,Privado,99,99524
391,LPS,LA PONDEROSA,Puerto Wilches,Santander,Aeródromo,7.4614,-73.7464,PALMAS MONTERREY S.A.,PALMAS MONTERREY,870.0,15.0,4000.0,295.0," 2087,000",1A,Privado,68,68575
392,LPV,RANCHO ALEGRE,La Primavera,Vichada,Aeródromo,,,,,,,,,,,,99,99524
393,LQM,CAUCAYA,Puerto Leguízamo,Putumayo,Regional,-0.1823,-74.7708,MUNICIPIO,MUNICIPIO,1170.0,23.0,28000.0,609.0," 6268,000",2B,Público,86,86573
394,LRA,SAN JOSE,Lérida,Tolima,Aeródromo,4.9110000000000005,-74.889,HAROLD IVAN BENAVIDES,FIBA LTDA,680.0,10.0,2000.0,866.0," 4311,000",1A,Fumigación,73,73408
395,LRI,HACIENDA GARCIA,Lérida,Tolima,Aeródromo,4.8531,-74.8892,ALFONSO GUTIERREZ DUSSAN,ALFONSO GUTIERREZ DUSSAN,550.0,10.0,2000.0,1085.0," 6475,000",1A,Privado,73,73408
396,LTA,LAS TAPIAS,Tamalameque,Cesar,Aeródromo,8.6781,-73.7694,ACBF Y CIA.,FELIPE D'ACOSTA M.,850.0,18.0,3000.0,131.0," 6123,000",1A,Privado,20,20787
397,LTB,LAS GAVIOTAS,La Tebaida,Quindío,Aeródromo,,,,,,,,,,,,63,63401
398,LVB,LA VEGA,Zambrano,Bolívar,Aeródromo,9.8552,-74.8918,INVERSIONES AGRORIOS S.A.,INVER. AGRORIOS S.A.,1160.0,20.0,7250.0,656.0," 5234,000",2A,Privado,13,13894
